SAL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SAL11919,668,590,1259,372,177,548,58,133,190,19,18,44,7,9,20,459,344,800,117,183,292,2,3.5,2.6,69,57.7,63.7,67.7,55.7,62,9,11,16,0,7,6,58,73,134,33,59,95,112,85,194,4,11,17,11,13,28,133,105,240,528,555,1083,147,98,242,343,344,689,302,260,558
SAL11920,136,127,256,39,20,60,20,45,70,7,10,15,3,4,4,75,77,147,53,46,100,4,2.7,3.4,55.6,58.9,57.1,53.3,57.3,55.2,0,4,7,4,5,3,12,22,34,13,21,37,43,16,62,0,0,4,3,8,6,50,26,72,131,113,250,27,21,46,103,80,188,49,54,96
SAL11921,2534,2783,5315,1227,854,2078,338,709,1040,70,120,195,67,55,119,1692,1733,3430,722,941,1665,3.8,3.2,3.5,66.9,62.3,64.5,64.4,60.3,62.2,75,79,150,38,64,103,190,358,542,165,299,465,747,446,1195,18,58,77,38,107,151,809,606,1418,2492,2643,5131,508,536,1039,1607,1773,3383,1235,1289,2526
SAL11922,4448,4748,9198,1330,1035,2363,524,742,1273,453,331,790,175,157,335,2481,2266,4748,1771,2268,4039,7,6.9,7,55.9,47.7,51.7,51.9,44.4,48.1,117,122,236,33,54,86,460,632,1090,349,555,906,811,452,1265,23,69,90,67,128,188,899,646,1543,4942,5170,10108,406,454,854,3713,3864,7567,1339,1486,2819
SAL11923,187,208,392,90,43,144,27,72,96,10,10,19,3,3,6,129,128,259,52,74,127,3.1,1.6,2.3,69.9,62.6,66.1,67.7,61.7,64.5,3,9,13,11,4,13,15,29,42,19,23,41,68,34,98,0,4,4,6,9,18,68,54,119,202,219,426,20,20,38,154,158,318,66,68,134
SAL11924,1055,1115,2172,440,315,755,159,230,392,77,84,156,32,33,63,707,657,1369,299,411,710,4,5,4.5,67,58.9,62.8,64.3,55.9,60,32,46,77,0,25,29,73,144,215,85,143,223,325,174,502,9,23,35,19,30,47,349,227,576,1104,1128,2228,156,169,326,761,782,1546,414,443,858
SAL11925,44,33,77,23,9,27,9,8,17,0,0,0,0,0,0,29,22,47,12,12,21,3.7,0,2.1,64.3,60.6,62.7,61.9,60.6,61.3,0,0,0,0,0,0,7,9,14,5,6,9,13,0,12,0,0,0,0,3,0,12,4,16,37,33,73,0,0,0,33,26,60,9,7,11
SAL11926,28,28,58,17,3,19,0,5,7,0,0,0,0,0,0,21,11,29,5,17,19,0,11.1,3.4,69,32.1,50.9,69,28.6,49.1,0,0,0,0,0,0,4,8,7,4,0,5,6,0,10,0,0,0,0,0,0,7,0,10,26,20,43,3,4,11,19,11,30,5,13,17
SAL11927,676,719,1399,229,140,360,70,158,228,20,27,53,9,9,19,329,330,656,285,325,607,2.7,1.8,2.3,48.5,45.8,47.1,47.2,44.9,46,10,17,26,4,4,8,41,79,115,34,73,106,171,102,276,8,10,15,10,11,20,188,121,310,673,671,1345,66,72,138,480,462,934,222,252,478
SAL11928,397,411,810,153,86,240,73,118,195,36,42,79,12,3,17,274,254,530,122,145,268,3.3,1.9,2.6,68.4,62.4,65.4,66.2,61.2,63.6,39,44,82,9,19,32,71,94,168,40,47,89,88,39,131,0,5,7,6,10,22,98,56,158,437,451,884,57,52,111,336,332,670,148,145,295
SAL11929,26,27,49,6,8,20,0,10,12,0,0,0,0,0,0,12,18,25,11,9,14,7.7,0,3.6,52,65.2,58.3,48,65.2,56.3,0,0,3,0,0,0,0,3,3,4,4,8,3,3,6,0,0,0,0,0,0,3,3,6,21,20,45,0,3,5,18,19,38,4,3,10
SAL11930,18,20,40,14,4,15,0,7,7,0,0,0,0,0,0,14,7,26,5,7,11,0,0,0,57.9,55,56.4,57.9,55,56.4,0,0,4,0,0,0,0,3,3,3,0,5,7,0,5,0,0,0,0,0,0,7,0,5,21,18,35,0,0,5,13,12,24,3,8,10
SAL11931,578,584,1156,270,132,408,58,182,241,24,26,45,17,12,26,367,350,724,192,218,409,4.9,3.4,4.2,64.4,60.2,62.3,61.3,58.1,59.7,7,18,21,3,9,10,24,44,71,29,54,85,225,113,339,9,14,23,13,10,19,247,136,388,587,591,1173,92,81,173,438,454,892,200,197,397
SAL11932,513,459,973,179,129,311,52,72,122,45,32,79,29,11,44,311,241,552,158,193,349,10.6,5.3,8.3,60.5,52.6,56.8,54.1,49.8,52.1,70,57,128,4,9,11,115,123,237,42,60,100,46,36,79,0,0,0,7,8,13,53,46,97,475,452,925,114,93,205,237,231,475,288,269,558
SAL11933,2411,2021,4428,1270,764,2031,246,423,672,234,155,389,54,58,114,1801,1406,3209,418,526,944,3.2,4.1,3.6,74.9,69.5,72.4,72.5,66.7,69.8,198,199,402,41,59,100,406,504,914,222,233,453,483,179,662,19,23,39,35,35,71,536,238,767,2272,2163,4433,533,330,866,1433,1420,2856,1206,913,2121
SAL11934,3,3,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,25,14.3,75,80,77.8,75,60,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,8,0,3,3
SAL11935,21,21,42,9,3,12,6,3,3,0,0,0,0,0,0,10,7,16,8,8,14,0,0,0,55,22.7,38.1,55,22.7,38.1,0,0,0,0,0,0,0,0,0,0,3,3,9,0,11,0,0,0,0,0,0,9,0,11,21,20,40,0,0,0,15,16,33,3,3,3
SAL11936,5227,4726,9951,2234,1577,3811,925,936,1859,376,336,715,235,202,439,3762,3059,6826,1151,1458,2608,6.2,6.7,6.4,72,64.7,68.6,67.6,60.4,64.2,956,812,1773,73,107,178,1601,1583,3185,505,472,979,370,226,596,14,19,37,48,63,105,439,303,737,3996,3720,7721,1764,1548,3308,1482,1491,2978,3947,3494,7443
SAL11937,4094,3609,7697,1576,1047,2624,745,736,1485,292,255,541,223,189,409,2833,2220,5054,875,1086,1961,7.8,8.4,8.1,69.3,61.6,65.7,63.8,56.5,60.4,727,557,1285,55,91,145,1099,1035,2137,427,362,787,241,171,412,20,24,40,35,43,77,293,236,531,3073,2842,5915,1291,1102,2394,1254,1261,2511,2842,2442,5284
SAL11938,46,55,100,21,11,30,14,14,29,6,4,3,0,0,3,33,28,60,7,23,32,6.3,3.3,4.8,69.6,56.6,62.6,65.2,54.7,59.6,0,0,4,0,0,0,6,6,16,5,10,13,9,10,14,0,0,0,0,0,3,12,11,18,51,50,97,7,8,5,24,36,56,29,20,45
SAL11939,16,13,29,8,3,11,4,5,3,0,0,0,0,0,0,9,5,15,0,4,8,0,0,0,58.8,35.7,48.4,58.8,35.7,48.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,13,13,21,5,5,3,8,6,19,3,5,6
SAL11940,37,33,72,20,10,29,5,12,15,0,6,7,0,0,0,29,25,53,10,5,8,0,3.7,1.9,65.8,79.4,72.2,65.8,76.5,70.8,0,0,0,0,0,0,4,9,17,0,4,0,8,8,13,0,4,4,0,0,0,7,6,19,35,32,58,10,6,19,20,22,46,16,12,30
SAL11941,60,59,118,13,11,28,13,18,27,8,0,5,0,0,4,32,32,64,18,20,47,6.1,3.2,4.7,56.9,50.8,53.8,53.4,49.2,51.3,4,0,8,0,0,0,9,9,20,3,10,12,13,8,13,0,3,3,0,0,0,13,10,20,62,54,113,5,5,14,45,41,86,16,18,32
SAL11942,1413,1479,2894,524,433,954,189,287,478,174,134,303,49,36,77,935,883,1824,438,542,974,5.1,3.7,4.4,66.4,59.8,63,63,57.6,60.2,55,61,119,6,16,23,188,276,463,132,183,314,286,170,463,7,18,27,23,49,69,312,247,561,1599,1629,3236,146,173,316,1178,1196,2375,473,499,973
SAL11943,9011,9504,18517,4016,2902,6918,1421,2107,3526,450,599,1049,316,251,573,6207,5858,12064,2452,3283,5737,5.1,4.4,4.7,68.9,61.6,65.1,65.4,58.9,62.1,1358,1341,2701,186,327,512,2524,2752,5279,857,1090,1948,1023,632,1651,51,86,133,117,224,338,1185,937,2124,8655,9015,17669,1889,1888,3779,5090,5381,10469,4867,4977,9839
SAL11944,2447,2569,5020,1135,777,1911,351,661,1011,135,154,286,65,54,121,1686,1643,3332,709,890,1596,3.9,3.5,3.7,68.9,64,66.4,66.2,61.8,63.9,260,273,536,62,117,175,532,686,1218,254,341,590,471,221,691,13,21,43,67,102,162,554,343,900,2813,2861,5680,248,273,520,2171,2184,4352,754,816,1570
SAL11945,68,59,126,26,8,38,3,21,25,0,0,7,5,0,5,40,33,75,27,22,53,7.9,0,4.2,56.7,57.6,57.1,52.2,57.6,54.8,0,3,4,0,0,4,8,5,17,4,12,20,17,9,30,0,0,0,0,0,0,20,13,36,70,71,135,6,0,7,46,42,91,26,22,48
SAL11946,182,167,349,64,38,102,23,48,75,11,3,17,7,4,12,108,95,199,59,70,125,10.3,4.3,7.5,59.1,54.7,57,53,52.4,52.7,0,3,9,6,4,9,17,22,40,10,20,28,52,29,79,0,0,5,0,3,4,52,36,90,177,163,338,21,24,50,111,115,225,77,67,144
SAL11947,27,32,54,12,11,24,0,6,11,3,0,3,0,0,0,15,20,41,8,7,15,0,0,0,69.2,71.4,70.4,69.2,71.4,70.4,0,0,0,0,0,0,0,3,3,0,4,3,13,12,17,0,0,0,0,0,0,15,12,23,31,29,53,0,3,7,25,23,49,5,8,9
SAL11948,211,210,420,87,54,145,39,56,97,13,11,20,5,11,18,143,130,270,61,77,139,3.5,7,5.1,67.9,61.2,64.6,65.6,56.9,61.3,22,12,33,4,8,9,35,49,81,22,37,61,49,27,77,4,7,8,0,4,9,54,33,91,216,213,432,26,23,51,154,157,310,73,67,142
SAL11949,3509,3797,7306,1710,1036,2745,470,1086,1559,230,301,524,96,85,172,2499,2504,5007,927,1206,2133,3.7,3.2,3.5,71.2,66,68.5,68.5,63.8,66.1,121,131,254,26,85,118,300,516,817,316,455,770,1151,719,1869,26,85,108,44,131,174,1220,938,2157,4022,4161,8183,447,501,948,2684,2752,5432,1521,1643,3164
SAL11950,759,742,1499,223,131,349,87,127,214,101,58,163,8,9,15,418,327,745,284,364,642,1.4,2.8,2,55.3,43.9,49.7,54.5,42.7,48.7,9,14,26,6,4,13,72,70,146,48,66,113,192,73,264,11,12,25,13,32,40,214,112,331,792,782,1574,42,46,86,640,627,1269,157,158,311
SAL11951,79,84,158,44,39,85,13,13,21,4,3,4,4,0,5,55,54,113,18,23,45,3.5,3.5,3.5,74,68.7,71.3,71.4,66.3,68.8,6,6,9,3,3,5,9,11,22,5,11,18,23,14,34,4,0,5,0,4,3,25,16,41,83,81,171,9,9,16,51,50,97,37,36,77
SAL11952,9,10,22,3,0,11,3,0,0,0,3,3,0,0,0,6,10,13,0,6,9,0,0,0,66.7,57.1,60.9,66.7,57.1,60.9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,3,12,10,21,0,7,4,5,10,19,3,0,5
SAL11953,32,33,65,14,11,25,9,15,20,0,3,4,0,0,0,22,26,48,11,5,18,8.7,0,4.1,67.6,81.3,74.2,61.8,81.3,71.2,0,6,5,0,5,5,11,9,13,4,0,3,10,0,13,0,0,3,0,0,0,8,4,16,31,34,70,4,0,3,25,25,53,13,7,23
SAL11954,16,10,31,4,4,9,0,3,0,0,0,0,0,0,0,10,3,16,8,6,12,0,0,0,43.8,38.5,41.4,43.8,38.5,41.4,0,0,0,0,0,0,0,0,3,0,0,0,3,5,4,0,0,0,0,0,0,3,5,4,15,10,29,0,0,0,14,9,26,0,0,0
SAL11955,38,29,68,4,7,9,5,4,11,0,3,3,0,0,0,19,13,27,14,15,25,0,15.4,7.1,39.5,41.9,40.6,39.5,35.5,37.7,0,0,0,0,0,0,4,5,6,3,0,4,6,6,16,0,0,0,0,0,0,6,11,20,29,27,52,3,3,9,22,25,44,8,3,16
SAL11956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11957,1267,1234,2501,494,248,742,142,320,462,34,47,81,36,13,53,706,633,1342,479,540,1021,5.5,2.2,4,55.9,51.2,53.6,52.8,50,51.4,17,15,39,13,24,36,54,130,185,69,111,181,406,196,601,10,26,33,15,21,42,429,244,673,1188,1177,2369,233,194,425,780,776,1556,571,540,1114
SAL11958,1741,1811,3559,533,426,961,197,303,498,185,136,320,81,55,142,997,917,1920,652,798,1451,8.4,6.1,7.3,57.2,50.7,53.9,52.4,47.6,50,49,57,107,5,21,33,172,251,422,121,195,313,312,164,481,18,30,46,17,45,58,343,239,582,1988,1996,3982,156,182,343,1459,1444,2906,555,627,1189
SAL11959,58,49,110,25,11,36,0,14,18,0,5,5,0,0,0,28,27,55,21,21,47,0,0,0,50,49,49.5,50,49,49.5,0,0,3,0,3,3,0,11,11,0,3,3,11,5,13,0,0,3,0,0,0,15,10,19,52,56,110,0,0,6,46,44,92,5,11,19
SAL11960,4,3,7,6,4,9,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,80,50,66.7,80,50,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,4,0,0,5,6,3,4
SAL11961,3553,3826,7374,1439,858,2293,528,788,1314,186,206,396,75,69,147,2225,1922,4150,1076,1514,2585,3.5,3.5,3.5,62.8,50.3,56.3,60.6,48.5,54.3,532,465,990,88,161,250,999,1041,2038,247,417,663,302,139,439,20,39,65,54,83,140,379,260,643,3635,3674,7309,450,467,915,2598,2692,5289,1328,1286,2609
SAL11962,1129,1171,2297,698,364,1060,116,354,473,43,63,104,33,32,68,893,812,1701,207,334,536,3.9,3.9,3.9,79.2,69.3,74.2,76.1,66.6,71.2,22,28,53,6,22,32,88,137,223,84,130,210,455,292,743,16,23,39,13,32,46,486,345,830,1154,1226,2387,292,314,603,662,687,1345,692,732,1421
SAL11963,35,36,75,10,7,16,0,5,14,0,0,0,0,0,0,19,17,32,13,22,29,5.6,0,2.9,54.5,41,47.2,51.5,41,45.8,0,0,0,0,0,4,0,7,5,0,6,5,15,3,22,0,0,4,0,5,5,18,10,27,30,34,66,6,6,12,33,28,60,5,12,15
SAL11964,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,33.3,100,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11965,64,55,117,44,19,62,9,14,27,0,7,4,0,0,0,53,37,88,10,18,22,1.9,2.6,2.2,84.1,69.1,77.1,82.5,67.3,75.4,7,4,8,0,3,4,8,15,19,0,7,10,23,3,32,0,0,0,0,0,4,24,9,35,70,58,130,16,10,28,31,30,66,50,32,79
SAL11966,28,23,49,6,4,11,3,4,6,0,9,12,0,0,0,16,13,25,7,7,20,0,0,0,51.7,52.2,51.9,51.7,52.2,51.9,0,0,3,0,0,0,4,0,5,4,0,0,6,8,10,0,0,0,0,0,0,10,3,10,27,17,48,0,4,8,18,12,31,16,12,28
SAL11967,293,349,645,128,101,228,33,59,94,12,25,39,4,9,16,187,198,375,103,149,250,3.3,4.6,4,62.2,55.3,58.4,60.2,52.7,56.1,45,48,94,5,21,28,90,92,185,33,51,84,29,13,38,0,0,3,3,12,14,38,22,64,297,331,633,36,43,87,180,220,395,150,154,300
SAL11968,66,63,132,31,9,42,10,9,25,0,0,6,0,0,5,43,28,70,23,32,58,2.2,3.4,2.7,66.2,45.3,56.1,64.7,43.8,54.5,3,8,17,0,0,0,35,20,52,6,9,15,5,0,9,0,0,0,0,3,3,5,6,12,72,62,135,0,4,4,53,47,107,19,16,28
SAL11969,45,38,82,3,4,7,7,9,18,0,0,0,0,0,0,14,12,29,20,16,37,6.3,6.7,6.5,34.8,38.5,36.5,32.6,35.9,34.1,0,0,3,0,0,0,9,12,17,0,3,10,9,4,16,0,0,0,0,4,4,9,5,23,33,31,65,5,4,7,26,28,50,11,10,22
SAL11970,2053,2194,4244,780,673,1456,257,455,715,185,162,351,68,32,102,1295,1324,2623,686,797,1483,5.4,2.4,3.9,63.3,60.5,61.9,59.9,59,59.4,214,248,466,57,104,160,466,588,1055,172,219,392,267,130,394,15,16,29,43,39,82,319,183,501,2000,2159,4155,323,327,651,1376,1543,2921,837,844,1682
SAL11971,13495,13607,27105,3836,3118,6955,2440,2748,5190,1266,1076,2340,634,437,1074,8173,7383,15560,4573,5495,10070,7.8,5.9,6.9,60.6,54.3,57.4,55.9,51,53.4,1775,1722,3493,174,237,415,3152,3281,6432,1430,1527,2960,1009,679,1681,58,94,147,150,251,401,1218,1021,2233,11192,11465,22655,3609,3264,6869,6461,6951,13420,7667,7207,14872
SAL11972,1053,1083,2137,409,257,671,138,259,397,75,63,138,36,14,48,656,596,1250,369,465,829,5.5,2.2,3.9,62.5,54.9,58.6,59.1,53.7,56.3,109,70,177,10,27,41,264,304,572,87,136,228,174,64,235,9,13,20,23,38,59,201,116,319,1116,1145,2262,149,125,277,851,882,1736,351,331,677
SAL11973,374,368,748,111,63,169,61,85,146,16,10,27,5,3,14,198,164,357,143,186,328,4.1,3.7,3.9,52.3,43.8,48.1,50.1,42.2,46.2,20,17,33,10,17,22,52,66,121,36,31,63,102,45,147,4,12,16,4,12,20,114,68,181,327,330,657,62,58,118,209,207,410,166,171,332
SAL11974,67,65,134,15,0,20,7,10,20,0,6,8,0,4,4,25,18,39,38,42,81,0,11.1,4.8,36.9,27.3,32.1,36.9,24.2,30.5,12,12,22,0,0,0,12,17,29,8,11,18,14,0,14,0,0,3,3,0,3,17,0,20,58,54,109,7,8,15,44,41,87,19,20,35
SAL11975,60,64,121,15,14,23,16,18,32,0,0,4,4,4,3,34,30,69,14,25,44,8.8,6.3,7.6,59.6,53.3,56.4,54.4,50,52.1,5,3,5,0,5,10,11,13,22,5,4,10,16,6,22,0,0,0,0,0,7,17,13,28,64,63,126,4,14,15,45,34,75,25,31,53
SAL11976,186,192,381,51,44,95,32,40,75,4,4,13,10,6,14,102,95,197,78,90,163,11,4.2,7.7,53.8,49.2,51.4,47.8,47.2,47.5,6,11,19,0,4,4,10,31,44,16,25,44,50,44,94,0,3,10,4,10,12,55,58,109,178,180,356,22,33,53,110,116,223,81,93,172
SAL11977,14,21,33,6,5,10,0,7,7,0,0,0,0,0,0,7,6,23,9,10,18,0,0,0,52.9,50,51.4,52.9,50,51.4,0,0,0,0,0,0,0,0,3,0,0,6,7,3,9,0,0,0,0,0,0,7,5,11,19,21,39,0,0,5,14,19,31,3,6,8
SAL11978,95,102,191,31,12,47,14,25,39,6,0,6,4,7,5,52,49,98,42,50,87,4,6.4,5.2,54.3,46.5,50.3,52.2,43.6,47.7,5,0,3,0,0,0,7,16,25,8,14,23,27,17,45,0,0,0,0,5,6,25,23,50,94,89,184,13,23,36,66,63,136,34,42,74
SAL11979,72,66,140,25,17,44,8,16,21,3,0,3,4,0,7,35,37,69,33,26,60,5.6,5.7,5.6,49.3,51.5,50.4,46.6,48.5,47.5,0,4,5,0,0,0,7,6,12,3,10,12,31,13,42,0,4,6,0,0,3,30,19,48,75,68,142,4,7,13,59,54,116,13,20,33
SAL11980,53,65,122,27,12,39,9,14,17,4,0,3,0,3,3,35,25,62,10,23,37,0,10.7,4.8,62.5,43.1,52.1,62.5,38.5,49.6,0,0,5,0,0,0,0,8,8,3,5,9,11,8,24,0,3,4,0,0,7,14,14,28,49,53,102,0,6,6,43,40,82,6,17,28
SAL11981,21,21,34,7,6,12,3,4,8,0,0,0,0,0,0,12,7,21,3,8,14,0,0,0,58.8,50,54.3,58.8,50,54.3,0,0,0,0,0,0,0,4,7,4,0,4,9,4,9,0,0,0,0,0,0,9,4,8,17,25,41,0,0,0,16,22,28,3,3,11
SAL11982,3064,3071,6134,1288,818,2102,453,764,1221,176,214,393,68,48,120,1987,1851,3835,1016,1156,2172,3.4,2.8,3.1,64.8,60.2,62.5,62.7,58.6,60.6,194,195,387,37,97,137,603,694,1296,306,393,701,739,285,1027,23,38,60,69,131,197,828,451,1281,3292,3326,6619,293,294,587,2577,2598,5171,854,862,1711
SAL11983,824,771,1602,129,89,213,91,112,199,23,11,36,23,22,50,265,239,499,513,490,1008,9.5,10.5,10,31.7,31,31.4,28.7,27.8,28.2,5,16,18,4,13,17,40,65,106,42,76,122,251,104,353,11,14,20,16,17,37,279,139,417,717,690,1406,122,91,219,494,442,934,331,318,647
SAL11984,12,11,20,7,6,14,0,4,6,0,0,0,0,0,0,12,8,20,0,0,3,0,0,0,84.6,88.9,86.4,84.6,88.9,86.4,0,0,0,0,3,3,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,15,11,31,0,0,0,17,11,21,4,5,5
SAL11985,43,41,78,14,14,27,8,12,20,0,0,3,0,0,0,22,28,48,15,7,22,0,0,0,55,70.3,62.3,55,70.3,62.3,0,0,0,0,0,0,3,8,12,0,3,10,11,4,15,0,0,0,3,0,3,13,9,17,46,34,82,0,7,5,35,26,65,8,9,21
SAL11986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11987,5961,6191,12148,2153,1507,3653,694,1125,1820,500,349,846,226,233,461,3576,3206,6786,2016,2628,4645,6.4,7.2,6.8,60.1,51.8,55.9,56.2,48.1,52.1,421,408,829,68,77,152,831,1079,1901,497,580,1076,1079,659,1739,54,82,130,109,159,263,1235,899,2136,6166,6367,12536,833,840,1670,4097,4233,8331,2432,2572,5009
SAL11988,440,420,861,176,89,266,109,131,238,18,26,43,4,4,6,308,248,557,93,134,231,1.3,2,1.6,70.4,59.1,64.9,69.5,58,63.8,19,25,44,3,8,14,77,71,151,29,59,84,119,46,158,0,4,10,11,19,26,129,62,194,419,397,822,69,65,131,307,298,610,151,142,298
SAL11989,11,8,22,7,3,8,0,0,0,0,0,0,0,0,0,6,3,15,8,5,12,0,0,0,53.8,50,52.4,53.8,50,52.4,0,0,0,0,0,0,0,0,0,0,6,6,3,0,3,0,0,0,0,0,0,3,0,3,15,8,22,0,0,0,8,4,15,3,3,7
SAL11990,4610,5093,9700,1730,1143,2871,525,1092,1616,138,166,300,178,147,323,2565,2545,5114,1633,2117,3756,6.9,5.7,6.3,55.7,50,52.7,51.8,47.2,49.4,40,78,121,34,86,123,268,511,776,219,403,626,1258,820,2079,51,111,159,60,131,193,1368,1065,2431,4266,4640,8901,934,981,1917,2808,3086,5896,2056,2242,4302
SAL11991,16,12,30,5,5,7,0,0,6,0,0,0,0,0,0,6,5,10,9,5,14,16.7,0,9.1,37.5,35.7,36.7,31.3,35.7,33.3,0,0,0,0,0,0,3,0,4,0,6,6,6,0,6,0,0,0,0,0,0,6,0,4,13,17,29,0,0,0,12,9,21,3,3,7
SAL11992,324,322,647,147,92,240,44,87,135,18,25,32,7,13,16,213,215,427,100,94,200,2.3,4.7,3.5,65.6,67,66.3,64.1,63.9,64,27,36,67,12,15,28,50,72,120,39,46,81,71,32,106,0,3,5,3,9,10,81,41,124,328,323,647,50,52,107,237,218,454,133,146,280
SAL11993,12,6,21,3,3,9,0,3,4,0,0,4,0,0,0,5,7,12,0,3,3,16.7,0,7.7,66.7,77.8,72.2,55.6,77.8,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,15,8,0,6,4,7,11,10,7,17
SAL11994,14,6,16,7,3,15,0,0,0,0,0,0,0,0,0,7,8,18,0,0,0,0,0,0,90.9,85.7,88.9,90.9,85.7,88.9,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,12,4,17,0,0,4,11,9,12,0,0,5
SAL11995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11996,33,35,62,13,12,23,3,12,15,0,0,0,4,0,0,22,23,42,8,5,11,10,4.5,7.1,60.6,66.7,63.6,54.5,63.6,59.1,0,0,0,0,0,0,0,3,3,0,0,0,16,8,18,0,0,0,0,0,0,16,10,24,30,33,58,0,0,4,27,23,46,5,4,10
SAL11997,6,0,3,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,100,0,50,100,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,3,0,0,0
SAL11998,27,21,50,8,3,13,0,0,0,0,0,0,0,0,0,10,7,19,8,6,13,9.1,0,5.3,37.9,36.4,37.3,34.5,36.4,35.3,0,0,0,0,0,0,0,0,4,0,0,0,10,4,9,0,0,0,0,0,0,7,5,14,14,14,31,0,3,5,9,12,23,7,9,11
