SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL13421,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,4,4,17,12,37,40,40,15,3,184
SAL13422,0,0,10,11,12,13,18,7,5,67,0,0,8,0,9,8,9,17,8,62,4,19,70,59,30,25,10,4,0,220,51,272,1165,868,338,271,175,55,21,3213
SAL13423,3,0,9,18,47,100,171,161,73,578,0,0,7,10,16,33,69,69,45,249,30,45,89,86,91,77,67,62,61,600,342,787,1607,1644,1665,1404,1007,640,303,9397
SAL13424,0,3,13,23,33,60,75,31,18,246,0,0,5,10,20,25,21,16,3,91,17,23,64,57,60,46,56,33,6,367,249,534,1136,1047,973,968,672,241,46,5858
SAL13425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,0,25
SAL13426,0,0,0,0,4,8,20,19,8,61,0,0,4,7,8,3,12,9,6,39,6,27,32,33,33,27,38,37,48,287,236,612,979,1470,1525,1158,975,535,234,7729
SAL13427,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,3,0,5,7,0,0,0,0,0,5,4,7,4,20,33,90,80,172,288,237,156,90,49,1185
SAL13428,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,21,21,27,49,39,14,4,177
SAL13429,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,0,4,20,3,7,14,23,25,33,22,23,7,153
SAL13430,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,8,8,14,17,24,3,0,81
SAL13431,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,4,6,0,3,11,11,7,4,47
SAL13432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL13433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,3,26,6,23,8,11,7,0,84
SAL13434,0,0,4,7,13,26,45,24,19,138,0,0,0,5,16,13,16,17,5,77,7,5,14,16,20,16,18,13,5,113,85,162,232,240,341,250,244,149,39,1740
SAL13435,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,5,0,4,5,4,9,15,15,3,0,51
SAL13436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,20
SAL13437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,4,0,0,4,22,4,8,22,9,24,31,11,0,4,118
SAL13438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,19
SAL13439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,3,3,3,17,19,12,17,3,0,86
SAL13440,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,0,0,10,20,27,30,17,12,4,115
SAL13441,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,16
SAL13442,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,11,11,19,12,42,34,28,18,6,181
SAL13443,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,0,0,0,8,9,0,15,24,30,35,32,9,3,159
SAL13444,0,0,4,3,6,19,42,33,16,120,0,0,0,10,5,9,4,5,3,36,22,47,104,79,50,39,21,18,3,393,399,906,1636,2009,1710,957,545,234,64,8455
SAL13445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,3,6,14,19,20,10,5,0,82
SAL13446,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,0,0,0,21,6,19,38,15,22,24,12,5,6,139
SAL13447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,16,0,0,4,12,8,21,23,0,3,79
SAL13448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,12,4,8,6,8,4,0,0,0,0,33
SAL13449,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,3,3,4,11,15,4,8,3,0,51,29,65,60,125,214,148,96,26,3,767
SAL13450,0,0,0,0,5,4,23,20,9,63,0,0,0,0,0,0,3,4,3,18,12,11,37,59,48,25,33,24,8,254,101,339,1292,1602,1353,970,796,337,55,6857
SAL13451,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,12,19,17,6,0,58
SAL13452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,7,9,5,0,0,35
SAL13453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,5,11,5,3,21,15,0,4,64
SAL13454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,5,0,15
SAL13455,0,0,0,0,0,0,3,6,5,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,11,20,18,46,80,72,91,107,31,11,479
SAL13456,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,0,11,0,4,0,8,21,25,32,15,4,107
SAL13457,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,10,8,0,0,23
SAL13458,0,0,11,10,10,33,58,23,9,157,0,0,3,0,3,5,9,4,0,28,6,13,38,36,16,21,31,7,5,174,147,340,728,780,643,603,736,239,55,4278
SAL13459,0,0,0,0,0,3,0,4,0,12,0,0,0,0,0,0,0,0,0,5,0,3,52,30,11,16,23,41,65,235,11,96,678,484,257,240,199,141,95,2199
SAL13460,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,9,4,14,25,13,4,3,76
SAL13461,0,0,0,0,4,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,4,0,5,0,28,8,14,26,28,36,52,40,18,5,220
SAL13462,0,0,0,3,0,7,43,88,73,227,0,0,0,5,3,9,3,8,15,51,9,11,40,27,23,18,25,17,12,172,83,235,513,636,816,614,463,269,187,3812
SAL13463,0,0,0,0,4,8,10,16,12,54,0,0,0,0,4,0,5,0,0,7,0,0,5,13,5,0,9,5,3,41,40,71,154,230,206,172,151,98,38,1161
SAL13464,3,6,24,21,39,82,130,120,61,491,0,0,3,0,5,12,3,5,8,39,41,37,101,100,64,58,76,76,45,605,361,768,2082,1662,1378,1222,1268,798,304,9829
SAL13465,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,7,7,14,15,6,17,15,4,5,87
SAL13466,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,6,7,9,5,0,37
SAL13467,0,0,0,0,0,0,3,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,4,3,14,15,29,25,28,16,3,144
SAL13468,0,0,12,7,19,17,43,29,18,154,0,0,11,3,7,25,18,17,13,88,22,11,71,71,31,47,44,38,12,350,191,430,1043,1060,1008,925,554,303,110,5613
SAL13469,5,0,12,27,33,94,179,234,149,738,3,4,33,39,22,48,50,66,32,301,32,71,306,245,121,161,124,141,155,1363,494,1838,6347,5689,3623,3223,2294,1380,736,25623
SAL13470,0,0,0,0,3,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,3,0,6,4,4,0,0,3,3,21,11,14,17,21,47,33,33,17,7,187
SAL13471,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,8,4,3,0,30
SAL13472,0,0,0,0,0,4,20,11,6,50,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,13,7,7,5,62,19,30,62,92,107,156,160,100,31,756
SAL13473,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,3,14,37,19,35,47,24,12,0,198
SAL13474,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,3,5,0,19,16,29,30,61,47,55,43,20,9,302
SAL13475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,7,4,13,6,14,0,66
SAL13476,0,0,8,19,41,53,36,23,12,200,0,0,11,11,20,37,17,19,0,120,20,22,44,63,40,40,14,21,10,285,132,243,392,419,361,400,212,128,45,2331
SAL13477,0,0,0,0,0,0,8,10,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,4,3,4,23,25,33,78,143,137,146,202,69,16,851
SAL13478,0,0,5,5,7,28,47,62,42,199,0,0,0,0,3,4,6,8,0,18,6,9,18,21,13,33,47,93,40,288,106,182,360,397,539,725,848,766,292,4214
SAL13479,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,7,9,3,6,3,44
SAL13480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,16,10,10,4,52
SAL13481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12
SAL13482,0,0,0,0,0,9,8,15,3,35,0,0,0,0,0,0,0,0,0,0,4,6,3,11,12,15,6,13,3,70,35,61,84,123,160,179,137,77,17,871
SAL13483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL13484,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,11,6,21,33,39,41,63,29,18,6,270
SAL13485,0,0,10,10,11,22,38,35,16,154,0,0,0,5,0,3,4,0,5,12,11,22,35,27,35,27,26,17,14,210,131,341,667,471,611,509,353,171,72,3322
SAL13486,0,0,0,0,0,0,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,3,6,4,0,24,19,28,38,70,82,107,67,36,9,465
SAL13487,7,3,9,15,17,55,130,95,47,369,0,0,0,3,0,9,4,8,3,28,40,28,55,57,51,62,88,75,28,491,222,380,820,832,885,1102,1248,709,180,6362
SAL13488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13489,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,3,22,27,73,133,3,5,27,23,20,19,31,39,78,246
SAL13490,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,6,0,0,13,0,0,8,10,10,10,13,8,0,64
SAL13491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,8,4,0,0,17
SAL13492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9
SAL13493,0,0,0,0,0,6,15,27,9,55,0,0,0,0,0,0,0,9,4,17,0,3,9,10,13,3,18,10,0,69,27,61,104,151,197,199,154,99,46,1034
SAL13494,0,0,10,5,0,5,24,9,8,64,0,0,0,0,5,6,0,0,0,11,14,9,37,31,22,17,15,3,7,149,72,126,461,406,319,351,304,91,33,2166
SAL13495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,3,7,0,0,24
SAL13496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,8,3,0,0,28
SAL13497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,20
SAL13498,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,22,10,12,17,7,0,74
SAL13499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,15
SAL13500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,5,0,0,6,0,14,9,0,0,39
SAL13501,0,0,0,0,0,0,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,3,3,0,0,19,8,8,16,23,32,27,24,10,0,147
SAL13502,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,4,3,0,0,9,11,38,77,86,87,95,64,21,6,467
SAL13503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5
SAL13504,0,0,7,10,16,37,137,167,80,451,0,0,3,3,3,11,29,43,26,121,25,24,82,80,66,85,77,79,59,571,253,492,1138,1383,1570,1439,1190,866,366,8694
SAL13505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,5,0,0,20
SAL13506,0,0,0,0,6,7,9,10,9,38,0,0,0,0,0,0,0,0,0,4,0,0,10,19,8,21,18,3,3,85,46,66,217,351,367,427,389,165,38,2058
SAL13507,0,0,0,0,0,3,9,18,3,32,0,0,0,0,0,0,5,0,0,5,8,4,18,13,16,14,21,16,17,126,85,220,402,461,567,562,461,258,71,3084
SAL13508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,6,0,0,18
SAL13509,0,0,0,0,0,0,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,10,16,13,10,0,69
SAL13510,0,0,0,0,4,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,6,0,4,0,5,0,0,5,0,20,11,10,34,44,66,65,48,32,3,316
SAL13511,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,11,8,11,10,0,0,52
SAL13512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
SAL13513,0,0,5,4,5,18,23,26,17,93,0,0,0,0,0,0,0,0,3,9,15,7,14,31,51,18,18,27,12,196,79,130,358,434,535,554,571,288,97,3043
SAL13514,0,3,0,0,3,0,14,3,6,34,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,4,3,0,19,16,36,41,77,69,88,69,22,6,421
SAL13515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,10,5,11,26,39,54,46,26,8,3,231
SAL13516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL13517,3,4,5,12,13,41,53,30,12,172,0,0,7,6,10,17,8,7,5,69,24,50,148,141,74,35,31,14,3,518,262,794,2829,3790,1344,765,490,151,41,10463
SAL13518,5,0,8,18,7,24,46,50,33,196,0,7,3,7,3,9,5,8,0,35,6,14,54,29,38,28,46,74,49,345,125,277,788,748,700,674,559,396,194,4469
SAL13519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,12
SAL13520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,7,5,0,27,18,18,35,74,142,127,84,34,3,538
SAL13521,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,13,0,0,21
SAL13522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,9,0,5,15,0,0,14,0,8,0,38
SAL13523,0,0,0,0,0,0,7,0,6,23,0,0,0,0,0,0,0,0,0,0,6,0,8,7,9,16,5,3,0,48,11,13,66,109,110,192,182,78,21,802
SAL13524,0,0,0,0,0,0,16,23,13,51,0,0,3,0,0,0,0,3,0,7,16,10,24,32,39,35,21,23,13,197,178,362,434,904,1325,937,584,390,147,5258
SAL13525,0,0,0,3,0,5,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,0,0,0,0,23,36,72,88,94,158,176,98,32,6,767
SAL13526,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,11,8,21,39,38,42,35,25,9,0,221
SAL13527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,0,5,13,7,5,10,9,0,50
SAL13528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,7,0,0,3,0,0,15,6,4,3,9,0,12,8,3,0,44
SAL13529,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,17,5,12,33,35,34,43,22,6,0,188
SAL13530,0,0,0,0,0,0,5,6,3,17,0,0,0,0,0,0,0,0,0,0,4,4,0,4,6,7,0,3,0,28,16,14,36,28,53,88,60,29,3,324
SAL13531,0,6,13,34,39,78,66,44,41,316,0,0,11,23,22,45,33,30,22,192,32,40,72,81,53,37,42,18,21,394,169,495,813,798,775,716,478,224,150,4631
SAL13532,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,12,4,12,33,37,25,24,22,11,6,172
SAL13533,0,6,20,46,70,102,186,148,68,641,0,8,16,21,27,33,43,46,28,218,59,104,229,186,129,112,128,108,62,1127,471,1373,3104,3089,2415,2174,1767,1002,336,15735
SAL13534,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,11,12,3,5,0,47
SAL13535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,3,0,3,6,6,0,25
SAL13536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,7,5,15,16,20,16,3,0,84
SAL13537,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,18,0,4,5,4,12,12,10,0,0,58
SAL13538,0,0,7,16,21,37,54,27,4,172,0,0,0,3,0,17,9,13,3,46,44,34,68,69,66,37,37,21,0,376,160,232,438,399,443,333,292,143,11,2462
SAL13539,0,0,0,0,4,4,7,5,0,32,0,0,0,0,0,0,0,4,0,4,3,3,9,5,8,0,3,0,0,31,14,32,41,54,64,45,34,13,7,308
SAL13540,0,0,0,0,0,5,4,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,14,5,6,19,23,17,29,16,16,0,137
SAL13541,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,10,6,6,13,11,20,17,21,14,0,109
SAL13542,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,16,3,3,6,6,3,7,6,0,0,46
SAL13543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,5,0,0,15,4,0,4,0,18,15,18,12,3,72
SAL13544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,7,5,7,0,0,27
SAL13545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,7
SAL13546,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,12,15,12,18,19,12,3,106
SAL13547,0,0,0,0,5,21,46,26,9,108,0,0,0,0,0,3,0,3,3,18,11,11,30,36,28,21,37,58,88,309,239,417,642,1101,1159,888,699,383,139,5673
SAL13548,0,0,0,0,10,19,37,28,23,105,0,0,0,0,0,0,0,3,3,7,6,8,22,12,15,30,28,22,11,150,108,186,386,348,450,614,450,227,90,2856
SAL13549,0,0,0,0,0,0,8,13,18,44,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,5,12,22,27,70,3,24,50,20,19,41,90,103,90,442
SAL13550,0,0,0,0,4,6,0,7,11,31,0,0,0,0,0,0,0,0,0,0,3,4,10,10,9,7,11,22,22,90,30,62,119,158,161,198,181,101,57,1063
SAL13551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,3,0,0,25,6,0,8,13,9,14,7,3,4,58
SAL13552,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,7,0,9,7,24,32,30,15,5,118
SAL13553,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,4,3,4,11,9,0,4,33
SAL13554,0,0,5,0,8,13,13,19,11,67,0,0,0,0,0,0,0,0,0,6,4,3,13,10,10,11,30,63,98,240,31,67,131,143,185,269,304,263,182,1563
SAL13555,0,0,0,0,0,16,45,36,20,116,0,0,0,0,0,0,0,0,0,5,3,10,14,24,16,30,42,52,20,214,52,85,255,318,333,475,639,419,129,2704
SAL13556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,5,9,6,3,0,24
SAL13557,0,0,12,5,4,16,43,33,28,144,0,0,0,4,4,6,3,7,0,23,4,17,55,37,13,20,26,44,16,239,127,516,942,490,362,394,438,352,120,3738
SAL13558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11
SAL13559,4,0,4,4,6,15,40,21,15,96,0,0,0,0,5,0,3,0,0,8,15,13,14,29,21,22,16,8,0,135,138,287,606,605,640,560,325,121,30,3317
SAL13560,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,9,12,11,3,0,40
SAL13561,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14,7,15,27,21,29,51,55,26,10,227
SAL13562,0,0,5,9,9,12,9,3,5,54,0,0,13,16,9,0,6,5,3,56,23,148,488,443,216,72,33,15,4,1434,64,286,906,879,474,260,149,53,13,3073
SAL13563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,21
SAL13564,0,3,17,13,26,25,45,44,40,196,0,0,0,3,4,6,0,5,6,23,18,19,45,33,26,39,44,23,4,252,136,321,727,591,672,663,496,334,151,4094
SAL13565,9,0,9,6,5,15,24,24,33,129,0,0,0,6,0,5,3,7,3,15,15,20,65,39,22,32,20,15,13,240,140,276,847,622,566,496,338,178,93,3561
SAL13566,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,54,69,23,5,0,4,5,0,0,163,213,229,87,9,14,10,8,0,0,577
SAL13567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL13568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13569,0,0,0,0,0,4,3,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,10,9,5,40,24,46,72,160,187,194,200,102,16,1010
SAL13570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,11,3,23,20,12,3,0,72
SAL13571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,3,0,0,0,12,0,3,28,25,19,14,11,8,0,115
SAL13572,0,0,0,0,0,3,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,12,0,0,26,15,12,21,22,4,0,104
SAL13573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,5,0,0,0,16
SAL13574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,7,8,4,0,0,0,0,0,19
