SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL12731,58,867,604,180,1624,0.6,1375,2.1
SAL12732,44,1485,474,290,1325,0.9,1274,2.8
SAL12733,38,1326,851,230,1962,0.8,1575,2.4
SAL12734,53,1647,564,380,1340,0.7,959,2.1
SAL12735,38,2029,794,480,1933,0.8,1858,2.9
SAL12736,57,3300,1125,215,2499,0.7,1791,1.6
SAL12737,44,1436,725,420,1875,1,1624,2.7
SAL12738,55,1788,634,370,1510,0.7,1122,2.1
SAL12739,38,2286,903,420,2406,0.9,1995,2.6
SAL12740,35,3033,1321,560,2886,1,2347,2.1
SAL12741,45,1453,543,480,1774,1,1542,2.9
SAL12742,47,1777,659,350,1625,0.8,1640,2.9
SAL12743,46,1300,575,285,1458,0.7,1133,2.2
SAL12744,46,2160,743,150,2124,0.8,1218,2.8
SAL12745,52,1517,592,300,1437,0.7,1140,2.2
SAL12746,51,1663,714,350,1665,0.7,1357,2.3
SAL12747,0,0,0,0,0,0,0,0
SAL12748,48,1408,754,150,1875,0.7,1541,2.4
SAL12749,45,3870,1487,590,4502,0.9,2892,2.3
SAL12750,45,2000,766,400,2001,0.7,1511,2.4
SAL12751,44,0,1062,0,0,0.5,450,2
SAL12752,54,1733,831,340,2067,0.7,1759,2.4
SAL12753,51,2325,434,300,1062,0.9,1075,2.7
SAL12754,48,799,621,150,1367,0.7,1116,2.2
SAL12755,49,1170,784,260,2750,0.9,1875,2.8
SAL12756,34,2224,947,480,2595,0.8,2493,3.2
SAL12757,28,988,949,0,1375,0.9,1374,2
SAL12758,59,2134,669,260,1666,0.6,1437,2.4
SAL12759,37,1148,612,250,1432,0.8,1124,2.3
SAL12760,53,1300,466,175,1062,0.9,815,2.1
SAL12761,40,2544,1032,525,2805,0.9,2505,2.9
SAL12762,32,2000,450,0,1274,0.6,725,1.8
SAL12763,64,0,725,0,1999,0.3,1312,1.4
SAL12764,65,1800,433,140,1125,0.8,474,1.4
SAL12765,51,450,410,230,900,0.6,687,2
SAL12766,60,1192,725,0,1999,0.7,1999,2.8
SAL12767,33,1815,608,355,1625,1.1,1478,3.1
SAL12768,48,2909,838,320,2333,0.7,2583,3
SAL12769,46,2167,1112,410,2625,0.8,2324,2.6
SAL12770,48,0,1187,0,2624,0.9,3124,3.4
SAL12771,39,2200,1014,350,2583,0.9,2399,2.8
SAL12772,45,1092,463,245,1361,1,1199,2.7
SAL12773,32,0,1024,350,2749,1.2,2750,3.8
SAL12774,30,0,537,0,900,0.7,900,3
SAL12775,40,1680,762,650,1875,0.6,1499,2.1
SAL12776,39,2600,802,430,2233,0.8,2200,3.2
SAL12777,43,1798,710,395,1988,0.8,1519,2.3
SAL12778,67,2600,474,0,900,0.7,899,1.8
SAL12779,40,2468,935,420,2796,0.8,2476,2.9
SAL12780,42,2600,1002,440,3008,0.8,2824,3
SAL12781,36,1220,574,0,2249,1.1,3250,4.3
SAL12782,48,200,949,0,2250,0.8,1937,3.1
SAL12783,42,2648,961,568,2643,0.8,2428,3
SAL12784,55,2075,762,295,2249,0.7,1874,2.4
SAL12785,37,2571,596,400,1775,1,1539,3.3
SAL12786,0,0,0,0,0,0,0,0
SAL12787,52,2600,512,250,966,0.7,860,2.1
SAL12788,45,0,0,0,0,0,0,0
SAL12789,53,1950,585,180,1312,0.8,1174,2.2
SAL12790,57,1556,956,0,1937,0.7,2124,2.7
SAL12791,63,1418,1062,0,2874,0.5,2250,2.2
SAL12792,47,2578,725,80,3050,0.8,2399,2.6
SAL12793,42,2450,832,500,2598,0.8,2293,2.8
SAL12794,53,3011,972,485,2625,0.7,2083,2.6
SAL12795,40,2600,1160,550,3105,0.8,2862,2.9
SAL12796,36,1950,520,380,1560,1,1396,3.1
SAL12797,44,2500,894,335,2705,0.8,2437,3
SAL12798,47,1842,875,185,1906,0.9,1875,2.6
SAL12799,40,2383,918,450,2478,0.7,2248,2.8
SAL12800,58,900,762,0,1875,0.9,762,2
SAL12801,46,1300,746,250,1791,0.7,1437,2.4
SAL12802,37,2167,819,300,2303,0.8,1835,2.6
SAL12803,57,1977,550,0,1375,0.7,1125,2.3
SAL12804,51,5000,933,0,2125,0.6,1458,2.2
SAL12805,37,2383,820,343,2749,0.8,2437,3.2
SAL12806,57,2275,883,370,2416,0.8,2125,2.1
SAL12807,40,3000,917,495,3009,0.9,3177,3.8
SAL12808,49,1625,680,380,1734,0.7,1197,2.1
SAL12809,49,2659,915,360,2624,0.7,2187,2.5
SAL12810,46,2000,805,300,2396,0.8,2294,2.8
SAL12811,54,2000,487,230,1374,1,833,1.8
SAL12812,42,1950,622,405,1598,0.7,1365,2.6
SAL12813,61,0,0,0,0,0,0,0
SAL12814,58,2400,646,250,2250,0.8,1147,1.9
SAL12815,62,2494,1325,0,2650,0.6,2250,1.7
SAL12816,50,0,612,280,2083,0.6,1375,2.4
SAL12817,55,2167,749,360,2249,0.8,1625,2.3
SAL12818,44,1170,706,263,2125,0.9,1375,2.1
SAL12819,39,1733,716,330,1687,0.8,1399,2.7
SAL12820,42,1667,1104,188,2125,0.8,1625,2.5
SAL12821,46,2700,942,520,2624,0.8,2583,3.4
SAL12822,55,2234,777,250,2042,0.7,1875,2.4
SAL12823,36,1733,775,360,2120,0.7,1678,2.4
SAL12824,46,2080,758,360,2181,0.8,2067,2.9
SAL12825,41,2750,951,450,2695,0.8,2533,3.3
SAL12826,40,2817,956,500,2187,0.7,1812,2.6
SAL12827,24,0,1562,0,3750,0.7,1625,3.2
SAL12828,35,0,294,125,749,1.4,599,3.8
SAL12829,45,4333,1312,0,2750,0.9,2749,3.2
SAL12830,53,2080,687,0,1463,0.9,1390,2.8
SAL12831,45,607,624,250,1449,0.8,1292,2.5
SAL12832,43,3017,712,300,1999,0.8,1562,2.9
SAL12833,40,1609,743,410,1855,0.9,1760,2.7
SAL12834,44,1517,924,175,2321,0.8,2062,2.5
SAL12835,45,2000,749,125,2374,0.8,1374,2.5
SAL12836,55,2500,1025,581,2750,0.7,2437,2.6
SAL12837,39,1733,850,300,2181,0.8,1800,3
SAL12838,45,2600,1163,405,3031,0.7,2416,2.5
SAL12839,45,1929,660,500,1601,0.8,1355,2.5
SAL12840,48,2167,659,440,1775,0.9,1488,2.6
SAL12841,53,1509,638,270,1562,0.7,1185,2.3
SAL12842,61,650,749,213,2250,0.5,1875,1.9
SAL12843,48,858,476,140,1160,0.8,864,2.3
SAL12844,42,0,774,0,2125,0.6,2125,3
SAL12845,63,0,0,0,0,0,0,0
SAL12846,46,1560,774,150,2625,0.7,2374,2.8
SAL12847,45,1517,565,225,1125,0.9,1031,2.6
SAL12848,53,2167,603,250,1474,0.7,1406,2.4
SAL12849,52,542,825,30,1875,0.8,1687,2.3
SAL12850,47,1394,725,310,1625,1,1625,2.9
SAL12851,44,2167,966,325,2399,0.8,2295,2.9
SAL12852,43,1430,537,423,1224,0.9,1266,2.7
SAL12853,0,0,0,0,0,0,0,0
SAL12854,42,867,732,170,1781,0.7,1166,2.2
SAL12855,56,0,1375,0,0,0,1375,1
SAL12856,0,0,0,0,0,0,0,0
SAL12857,52,2309,706,295,2749,0.6,1024,2.1
SAL12858,30,0,774,185,1812,0.9,1624,3
SAL12859,52,2449,762,0,2250,1,1625,2.7
SAL12860,60,758,703,100,1875,1,1542,2.2
SAL12861,40,950,746,220,1875,0.8,1542,2.9
SAL12862,30,0,425,10,1625,0.9,1625,4.3
SAL12863,48,1673,939,370,2625,0.7,2416,2.7
SAL12864,0,0,0,0,0,0,0,0
SAL12865,44,2383,1040,579,2490,0.7,2303,2.8
SAL12866,59,1560,678,255,2050,0.7,1541,2.2
SAL12867,0,0,0,0,0,0,0,0
SAL12868,40,0,364,150,754,0.7,662,2.3
SAL12869,47,1300,681,245,1597,0.7,1258,2.3
SAL12870,40,0,712,150,2250,1.1,2124,2.9
SAL12871,40,2600,1389,528,3453,0.8,3348,3.1
SAL12872,34,0,1124,0,2250,1,2250,4
SAL12873,52,1700,1025,169,2333,0.7,2200,2.6
SAL12874,51,1030,792,250,2125,0.6,1666,2.3
SAL12875,54,1083,520,250,1307,0.7,877,2
SAL12876,34,2017,1062,400,2750,1,2625,3.3
SAL12877,46,1733,604,346,1468,0.8,1147,2.4
SAL12878,38,2383,1244,243,3216,0.7,3083,3
SAL12879,35,1517,759,310,1953,0.7,1603,2.5
SAL12880,44,0,604,250,1125,1,1187,3.8
SAL12881,32,784,737,245,1875,0.9,1833,2.8
SAL12882,52,0,604,0,1312,0.7,1125,2.5
SAL12883,0,0,0,0,0,0,0,0
SAL12884,47,2022,864,250,2281,0.8,1974,3
SAL12885,34,0,1375,0,1875,0.5,1875,2
SAL12886,50,1675,619,360,1524,0.8,1083,2.2
SAL12887,51,1647,706,450,1468,0.8,1468,2.7
SAL12888,47,2167,738,380,1922,0.9,1505,2.5
SAL12889,65,1237,628,333,1625,0.6,979,1.9
SAL12890,60,600,457,290,1125,0.9,850,2.4
SAL12891,53,1083,767,0,2125,0.9,1625,2.3
SAL12892,33,2500,612,80,1874,0.9,899,2.8
SAL12893,37,1721,708,250,1624,0.9,1375,2.8
SAL12894,63,1224,601,360,1336,0.6,1125,2
SAL12895,0,0,0,0,0,0,0,0
SAL12896,48,1517,562,330,1377,0.8,1253,2.6
SAL12897,0,0,0,0,0,0,0,0
SAL12898,57,1300,499,280,1235,0.7,839,2
SAL12899,49,1200,519,370,1708,0.7,1062,2.7
SAL12900,44,1733,688,350,1845,0.8,1540,2.7
SAL12901,41,1495,707,179,1825,0.9,1333,2.7
SAL12902,43,2550,1183,585,3299,0.8,2974,3
SAL12903,59,1975,725,215,1875,0.7,1859,2.3
SAL12904,50,0,959,35,2249,0.7,1749,2.5
SAL12905,38,1950,808,420,2152,0.8,1896,2.8
SAL12906,36,2037,768,430,1981,0.8,1706,2.7
SAL12907,35,2167,923,460,2412,0.8,2248,3
SAL12908,39,3500,1593,602,4200,1,3272,2.4
SAL12909,58,1517,551,260,1299,0.7,926,2
SAL12910,47,915,599,0,1999,0.9,725,1.9
SAL12911,48,2600,1025,565,2543,1,1780,2
SAL12912,39,1448,826,260,2047,0.7,1590,2.4
SAL12913,47,2084,612,93,1416,0.9,1343,3
SAL12914,40,0,1687,0,3750,0.9,3750,3
SAL12915,44,1083,626,210,1478,0.7,1113,2.3
SAL12916,20,0,1749,250,6500,0.9,4750,2.3
SAL12917,53,306,1055,150,2562,0.7,2166,2.5
SAL12918,50,1733,662,400,1586,0.7,1309,2.3
SAL12919,43,3042,790,400,2509,0.9,1935,2.8
SAL12920,39,1213,710,250,1742,0.7,1306,2.5
SAL12921,40,2166,647,354,1828,1,1431,2.7
SAL12922,44,3052,995,300,2625,0.8,2180,2.7
SAL12923,48,2357,830,450,1949,0.9,2025,2.7
SAL12924,42,1727,680,300,1833,0.8,1149,2.3
SAL12925,32,2167,817,240,1875,0.9,1792,2.9
SAL12926,55,1127,535,255,1337,0.9,792,2.1
SAL12927,28,0,1125,175,2374,0.6,2125,2
SAL12928,43,1500,525,155,1625,1,1437,2.7
SAL12929,53,1344,598,400,1328,0.8,1148,2.4
SAL12930,23,0,425,100,1274,0.7,899,2.3
SAL12931,47,2762,963,450,2416,0.8,2399,3.1
SAL12932,51,1842,689,380,1667,0.7,1305,2.2
SAL12933,48,2100,827,553,2312,0.8,2250,3
SAL12934,31,1250,849,100,1875,0.8,1812,2.8
SAL12935,44,1660,856,300,2180,0.7,1741,2.4
SAL12936,39,1625,850,260,2111,0.8,1890,2.8
SAL12937,65,800,575,0,1125,0.7,1125,2
SAL12938,59,1250,444,310,1100,0.8,862,2.1
SAL12939,54,680,491,200,1125,1,1062,2
SAL12940,58,295,425,150,1125,1.2,1312,2.5
SAL12941,51,1300,663,440,1458,0.8,1375,2.6
SAL12942,51,1733,974,185,2250,0.7,1916,2.5
SAL12943,38,2895,1552,550,3600,1,2443,2
SAL12944,0,0,0,0,0,0,0,0
SAL12945,47,2000,806,165,1812,0.7,1437,2.6
SAL12946,42,1300,758,278,1640,0.8,1553,2.8
SAL12947,37,1733,757,400,1827,0.8,1607,2.5
SAL12948,45,2600,742,600,1829,0.8,1634,2.4
SAL12949,65,1083,435,225,850,0.7,687,1.8
SAL12950,42,1733,624,230,1674,1,1158,2.6
SAL12951,41,2058,914,395,2470,0.8,1853,2.4
SAL12952,41,2330,1087,483,2960,0.8,2742,2.9
SAL12953,48,1230,774,250,2562,0.8,2124,2.4
SAL12954,52,1106,564,255,1583,0.8,1020,2.2
SAL12955,51,2584,458,270,1437,0.7,725,1.8
SAL12956,11,4333,699,0,1375,1.5,1375,6
SAL12957,54,977,705,200,1625,0.8,1428,2.4
SAL12958,41,2167,1251,490,2677,0.9,1943,1.7
SAL12959,47,3238,1036,390,2698,0.9,1891,2.1
SAL12960,42,1907,1022,460,2318,0.9,1639,1.7
SAL12961,48,1695,638,225,1425,0.8,1347,2.5
SAL12962,38,2500,1070,560,2776,1,2465,2.9
SAL12963,34,0,2500,0,0,0.2,2250,1
SAL12964,0,0,0,0,0,0,0,0
SAL12965,46,3000,1126,600,3054,0.9,2479,2.6
SAL12966,47,2600,853,530,2107,0.8,1843,2.6
SAL12967,48,953,1024,150,2249,0.7,1249,2.4
SAL12968,47,771,325,0,1624,1.1,1375,3.1
SAL12969,34,3000,1309,550,3383,1,2330,2.1
SAL12970,37,1943,785,410,2154,0.8,1780,2.7
SAL12971,49,1259,629,80,1375,0.8,1375,2.5
SAL12972,36,0,939,100,2124,0.9,1812,2.9
SAL12973,0,0,0,0,0,0,0,0
SAL12974,50,1199,479,300,1203,0.9,798,2
SAL12975,49,761,589,260,1531,0.7,1073,2.1
SAL12976,54,2341,900,0,2125,0.8,1874,2.4
SAL12977,31,3000,1159,410,2740,1,2567,2.9
SAL12978,48,1975,701,343,2067,0.8,1949,2.8
SAL12979,28,867,860,350,1874,1.1,2250,3.8
SAL12980,53,1000,1100,0,5500,0.6,1208,2
SAL12981,59,1500,687,0,1625,0.7,1374,2
SAL12982,44,2050,564,0,1562,1.1,1562,2.6
SAL12983,51,2167,811,400,2103,0.7,1711,2.5
SAL12984,42,2000,729,370,1864,0.8,1480,2.5
SAL12985,44,2000,752,400,1947,0.8,1679,2.6
SAL12986,41,3000,921,550,3127,0.9,2590,2.9
SAL12987,38,1170,673,240,1490,0.8,1159,2.2
SAL12988,42,1857,758,550,2049,0.8,1562,2.8
SAL12989,56,1950,647,340,1420,0.7,1272,2.3
SAL12990,41,2509,1094,545,3013,0.7,2511,2.8
SAL12991,39,4005,1254,825,4569,0.9,4212,3.3
SAL12992,49,1733,663,350,1447,0.7,1268,2.2
SAL12993,52,1804,655,465,1763,0.7,1414,2.4
SAL12994,35,3966,1493,700,4180,1,3292,2.6
SAL12995,42,880,1101,200,2583,0.8,1781,2.4
SAL12996,0,0,0,0,0,0,0,0
SAL12997,43,1733,793,350,2072,0.8,1968,3.1
SAL12998,40,4000,1110,700,3878,0.9,3611,3.2
SAL12999,58,1192,492,300,1156,0.7,933,2.1
SAL13000,44,3000,1036,615,3325,0.8,3062,3.1
SAL13001,36,1810,738,390,1826,0.8,1406,2.3
SAL13002,61,1495,519,310,1149,0.8,832,1.9
SAL13003,33,3250,1212,600,3206,0.9,3120,3.3
SAL13004,31,2000,762,400,2100,0.8,1678,2.5
SAL13005,42,1300,635,320,1605,0.7,1166,2.4
SAL13006,53,1500,545,340,1342,0.8,916,2.3
SAL13007,40,3600,1141,675,3529,1,3169,3.1
SAL13008,57,1571,659,325,1458,0.7,1351,2.3
SAL13009,40,3200,1048,665,2997,0.9,2711,3
SAL13010,39,1719,696,380,1731,0.7,1411,2.4
SAL13011,38,2054,874,390,2200,0.9,1703,2.3
SAL13012,39,2340,815,408,2094,0.7,1724,2.6
SAL13013,40,2817,938,505,2551,0.9,2354,2.9
SAL13014,30,2000,1025,450,2381,0.8,2206,2.9
SAL13015,37,2700,1039,520,2895,1,2383,2.6
SAL13016,48,1517,766,388,1786,0.8,1478,2.4
SAL13017,35,1800,597,340,1434,0.9,1255,2.7
SAL13018,38,0,1097,140,1978,0.7,1786,2.3
SAL13019,34,2500,1049,495,2508,1,2333,2.7
SAL13020,36,2817,1566,575,3532,1.1,2405,1.9
SAL13021,38,1625,820,310,2058,0.8,1463,2.2
SAL13022,39,2253,730,275,2457,0.9,2041,2.9
SAL13023,56,3629,886,760,3089,0.7,2064,2.4
SAL13024,44,1335,739,290,1728,0.8,1494,2.5
SAL13025,45,3884,1039,950,3531,0.7,3189,3.1
SAL13026,40,3275,1067,590,3150,0.9,2488,2.7
SAL13027,30,1950,709,395,2044,0.9,1549,2
SAL13028,39,1387,684,375,1412,0.9,1343,2.7
SAL13029,44,0,900,111,2083,0.7,1687,2.7
SAL13030,43,1083,469,170,1333,0.8,1187,2.7
SAL13031,58,1687,1062,550,2333,0.7,2166,2.2
SAL13032,44,4649,1375,740,4650,0.8,3874,2.9
SAL13033,39,2300,941,420,2414,0.9,1924,2.5
SAL13034,46,4200,1526,1200,5175,0.8,5012,3.1
SAL13035,65,2167,741,200,1875,0.6,1062,1.7
SAL13036,37,2823,1053,579,2587,1,2207,2.5
SAL13037,62,561,541,320,1208,0.6,1093,1.9
SAL13038,42,0,899,45,2374,0.7,2125,2.7
SAL13039,40,1500,554,300,1327,0.8,1037,2.2
SAL13040,37,2167,838,285,1969,0.8,1902,3
SAL13041,52,1387,1036,200,2374,0.7,1812,2.4
SAL13042,42,1975,847,350,2333,0.8,2217,3
SAL13043,40,1506,670,285,1674,0.9,1542,2.8
SAL13044,50,2709,749,200,1999,0.7,1312,1.9
SAL13045,62,0,525,0,1375,0.8,1125,2
SAL13046,45,1518,809,300,1833,0.8,1541,2.8
SAL13047,53,1582,524,0,1749,1,1374,2.6
SAL13048,39,1594,1031,200,2562,0.7,1875,2.4
SAL13049,52,1500,566,270,1416,0.8,1166,2.4
SAL13050,51,1372,633,295,1875,0.8,1292,2.4
SAL13051,50,1896,515,100,1541,1,1125,2.3
SAL13052,50,1842,732,410,1791,0.8,1602,2.4
SAL13053,50,1950,757,460,1960,0.7,1803,2.7
SAL13054,55,1000,482,250,1221,0.7,764,2
SAL13055,27,0,725,0,1375,1,1375,4
SAL13056,0,0,0,0,0,0,0,0
SAL13057,37,2058,850,0,1812,1.5,1812,3
SAL13058,52,2500,575,60,1199,0.7,1041,2.3
SAL13059,56,756,434,250,1036,1.1,870,2.2
SAL13060,41,1083,770,200,2003,0.8,1428,2.4
SAL13061,48,0,900,0,2499,1.1,1875,3
SAL13062,58,1961,1031,150,1875,0.7,1562,2.3
SAL13063,43,2200,1024,250,2907,0.8,2578,2.9
SAL13064,42,1950,698,440,1807,0.8,1488,2.5
SAL13065,36,2167,849,410,2200,0.8,2083,3
SAL13066,48,1089,572,270,1388,0.7,1037,2.2
SAL13067,68,1595,435,325,1775,0.6,1125,2
SAL13068,47,2059,1075,320,4374,0.7,4187,3.2
SAL13069,34,2013,824,418,2149,0.9,2097,3.3
SAL13070,50,709,637,150,1437,0.7,1053,2.3
SAL13071,44,2500,876,600,2359,0.8,2368,3.3
SAL13072,38,1200,855,260,1937,0.8,1562,2.6
SAL13073,56,1571,640,215,1428,0.7,1125,1.9
SAL13074,42,2817,848,530,2556,0.9,2292,3
SAL13075,43,3000,1064,490,3042,0.8,2537,2.8
SAL13076,41,0,725,250,2750,0.7,2750,2.5
SAL13077,37,1733,575,458,2499,0.7,2750,2.9
SAL13078,52,1733,850,50,1125,0.7,1562,2.2
SAL13079,47,1517,709,280,1671,0.7,1321,2.2
SAL13080,56,1637,900,100,1625,0.8,1406,2.4
SAL13081,43,1893,711,508,1743,0.8,1471,2.4
SAL13082,52,1563,658,300,1437,0.7,1231,2.4
SAL13083,61,0,900,285,1937,0.6,2124,1.8
SAL13084,50,1690,613,358,1431,0.7,1170,2.3
SAL13085,56,824,442,170,880,0.7,668,2
SAL13086,40,1300,579,350,1408,0.8,1246,2.4
SAL13087,51,1200,466,300,849,0.8,833,2.1
SAL13088,29,2058,468,420,1464,1.1,1511,3.8
SAL13089,52,1733,637,258,1625,0.7,1312,2.3
SAL13090,40,1907,474,210,1749,0.7,900,2.3
SAL13091,43,2037,624,330,1437,0.8,1166,2.7
SAL13092,38,2200,909,450,2520,0.8,2172,2.8
SAL13093,48,0,866,0,1812,0.7,1625,2.6
SAL13094,0,0,0,0,0,0,0,0
SAL13095,13,0,0,0,0,0,0,0
SAL13096,54,2211,644,390,2296,0.7,1542,2.6
SAL13097,49,0,1325,0,1875,0.5,1562,2
SAL13098,43,1733,850,285,2250,1,1875,2.6
SAL13099,30,1192,1312,60,2833,0.7,2666,2.8
SAL13100,50,600,634,213,1875,0.7,1166,2.3
SAL13101,41,2453,702,280,2333,0.9,2100,2.8
SAL13102,30,2626,1026,530,2381,0.9,2349,3.3
SAL13103,36,1690,836,330,2116,0.7,1641,2.5
SAL13104,37,1517,1187,350,2999,0.8,2125,2.7
SAL13105,40,2799,938,420,2643,0.8,2788,3.4
SAL13106,47,2550,844,450,2525,0.8,2279,3.1
SAL13107,52,1600,545,283,1460,0.7,985,2.3
SAL13108,42,2500,1017,380,2666,0.7,2583,3.4
SAL13109,50,0,754,0,1812,0.8,1792,2.7
SAL13110,47,2015,949,400,2562,0.8,2562,3.2
SAL13111,44,2734,1174,350,3250,0.8,2125,2.8
SAL13112,40,2739,1235,550,3125,0.8,2750,2.9
SAL13113,36,1336,911,175,2156,0.8,1937,2.9
SAL13114,39,1950,840,400,2219,0.8,1940,2.7
SAL13115,52,217,933,180,1562,0.7,1312,2.3
SAL13116,37,2167,1011,290,2624,0.7,2062,2.4
SAL13117,73,4000,602,660,1297,0.7,961,2.1
SAL13118,46,9999,949,0,2562,0.7,2125,2.8
SAL13119,26,0,1125,0,1625,0.4,1499,2
SAL13120,45,1965,735,225,1833,0.8,1432,2.8
SAL13121,31,1980,802,400,1793,0.9,1612,2.8
SAL13122,33,1305,731,335,1636,0.8,1381,2.6
SAL13123,40,3190,1096,620,3396,0.8,3137,3.1
SAL13124,56,1600,537,228,1624,0.8,1187,2.4
SAL13125,38,2874,737,0,899,0.7,900,3.4
SAL13126,38,4000,1698,650,4686,0.9,3131,2.1
SAL13127,63,0,225,0,774,1.8,450,2.3
SAL13128,31,900,575,200,1437,0.9,1375,2.9
SAL13129,53,1320,724,205,1125,0.9,575,1.6
SAL13130,36,1509,612,975,1666,0.9,1874,2.9
SAL13131,40,2400,743,470,2210,0.9,1891,2.8
SAL13132,44,2500,841,495,2484,0.8,1938,2.7
SAL13133,54,0,383,0,1649,0.8,1649,2.5
SAL13134,55,0,900,0,1625,0.5,1624,1.8
SAL13135,64,0,899,0,1024,0.5,1024,2
SAL13136,42,3250,849,460,2843,0.9,2281,2.9
SAL13137,55,1660,840,205,2124,0.6,1624,2
SAL13138,0,0,0,0,0,0,0,0
SAL13139,53,1452,899,230,2499,0.8,2499,2.3
SAL13140,38,0,850,260,1375,0.8,1374,2.8
SAL13141,38,1603,1071,150,2083,0.7,1875,2.8
SAL13142,45,953,694,200,1825,0.8,1635,2.4
SAL13143,58,4000,1295,895,3327,0.7,2807,2.3
SAL13144,55,2075,562,320,1541,0.7,1416,2.4
SAL13145,54,2253,774,400,2178,0.7,2156,2.6
SAL13146,52,1733,774,350,1937,0.7,1199,2.4
SAL13147,49,1733,706,313,1694,0.9,1404,2.6
SAL13148,57,1753,424,0,1874,0.7,1292,2.2
SAL13149,39,1400,850,300,1812,1.2,1724,3.1
SAL13150,40,1517,550,200,1874,1.1,966,2.5
SAL13151,54,1300,507,313,1423,0.8,1117,2.2
SAL13152,54,1700,822,370,2046,0.7,1414,2.1
SAL13153,51,1324,554,400,1528,0.8,1288,2.8
SAL13154,34,0,1187,0,2750,1.1,3499,3.3
SAL13155,38,2600,803,460,2331,0.9,2036,2.9
SAL13156,49,0,949,0,1375,0.6,1375,2.4
SAL13157,34,0,971,275,2416,0.8,2250,3.1
SAL13158,45,1463,710,185,2042,0.9,1156,2.7
SAL13159,46,0,575,0,1125,1.5,2449,4.5
SAL13160,16,0,850,0,1749,1.1,1375,3.3
SAL13161,29,0,706,120,1437,0.8,1437,2.8
SAL13162,39,1300,731,260,1863,0.7,1401,2.4
SAL13163,51,2167,972,175,2650,0.6,2083,2.5
SAL13164,35,2600,975,550,2814,0.9,2832,3.5
SAL13165,41,1733,827,285,2232,0.8,2029,2.6
SAL13166,53,1950,785,375,2083,0.8,1624,2.5
SAL13167,32,2080,1015,440,2314,1.2,2092,2.4
SAL13168,44,0,966,62,2049,0.8,1937,2.6
SAL13169,49,1400,857,413,2250,0.8,1833,2.1
SAL13170,41,2000,837,300,2225,0.8,1907,2.7
SAL13171,65,1517,720,390,1531,0.6,1069,1.8
SAL13172,60,0,1041,0,2250,0.9,1625,2
SAL13173,33,1671,730,345,1875,0.8,1692,2.9
SAL13174,61,1992,409,330,725,0.8,1374,2.3
SAL13175,36,2700,1138,130,3583,0.7,2750,2.5
SAL13176,59,500,449,465,900,0.9,900,2
SAL13177,48,814,503,185,1288,0.7,996,2.2
SAL13178,52,2500,875,0,2416,0.6,2083,2.2
SAL13179,41,2500,777,440,2269,0.9,1835,2.7
SAL13180,44,2865,862,451,2519,0.8,2105,2.9
SAL13181,42,2383,854,380,2333,0.9,2285,2.9
SAL13182,64,2167,872,488,2131,0.6,1761,2
SAL13183,42,2500,757,378,1781,1,1875,3.2
SAL13184,70,0,75,350,0,0.3,75,1
SAL13185,41,2167,1048,410,2625,0.8,2399,3
SAL13186,61,529,383,217,900,0.7,762,2
SAL13187,55,2167,612,300,1812,0.7,1542,2.2
SAL13188,39,1447,626,310,1612,0.8,1174,2.4
SAL13189,48,1785,706,370,1760,0.8,1448,2.5
SAL13190,34,1408,618,310,1687,0.9,1562,2.5
SAL13191,50,1665,670,330,1437,0.9,1375,2.7
SAL13192,37,2511,1098,570,2925,0.9,2758,3.2
SAL13193,37,2160,773,400,2121,1.1,1824,2.8
SAL13194,43,2700,952,500,2865,0.8,2433,2.8
SAL13195,36,1783,812,380,1850,0.8,1397,2.1
SAL13196,55,1580,620,390,1416,0.7,1091,2.2
SAL13197,38,2167,807,400,2090,1,1835,2.6
SAL13198,40,0,350,0,225,0.8,262,2.1
SAL13199,31,0,936,403,5249,2,5249,4
SAL13200,30,0,1149,0,0,0,0,2
SAL13201,43,1904,878,340,2202,0.7,1883,2.6
SAL13202,36,2900,1223,450,3202,1,2217,2.2
SAL13203,43,2392,889,430,2511,0.8,2428,3.2
SAL13204,48,2392,944,460,2571,0.7,2075,2.4
SAL13205,44,2817,845,313,2555,0.9,2193,3.1
SAL13206,50,1800,840,470,1458,0.8,1416,2.6
SAL13207,46,1677,908,450,2160,0.9,2053,2.9
SAL13208,48,2167,754,144,1562,0.7,1375,2.6
SAL13209,48,1817,772,250,2214,0.8,1812,2.6
SAL13210,42,2500,927,1025,2888,0.7,2971,3.5
SAL13211,39,2817,963,580,2734,0.8,2459,3
SAL13212,38,2383,939,375,2511,0.8,2181,2.8
SAL13213,55,0,1375,0,2874,0.7,2874,2.5
SAL13214,43,2250,748,395,1821,0.9,1921,3.1
SAL13215,59,0,2374,0,0,0,0,0
SAL13216,50,1366,497,250,1347,1,992,2.3
SAL13217,51,650,397,189,949,0.7,762,2
SAL13218,0,0,0,0,0,0,0,0
SAL13219,41,1650,695,395,1458,0.9,1625,2.9
SAL13220,0,0,0,0,0,0,0,0
SAL13221,0,0,0,0,0,0,0,0
SAL13222,47,1500,817,175,1624,0.7,1208,2.1
SAL13223,60,1700,542,350,1302,0.7,1067,2.1
