SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC13293,12,4,18,250,307,550,0,0,0,10,15,21,4,0,9,441,461,904,0,0,0,35,36,72,0,0,0,7,3,8,5,6,14,0,0,0,3,0,3,12,21,33,38,44,83,3,9,7,0,0,0,27,35,62,38,45,79,3,3,7,874,982,1860,13,4,16,11,16,30,0,3,3,0,0,0,10,15,28,3,5,8,11,24,32,456,406,861,9,4,13,0,0,0,465,409,877,141,159,298,1533,1604,3136
SSC13294,16,22,41,137,219,354,0,0,0,6,0,5,0,0,0,347,386,731,0,0,0,45,44,89,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,3,16,11,25,0,0,0,0,0,0,18,17,38,11,12,28,0,0,0,584,699,1285,3,3,3,3,3,6,124,161,286,0,0,0,0,0,0,0,3,3,0,3,3,561,508,1071,7,7,17,0,6,7,575,519,1096,163,183,350,1472,1600,3066
SSC13295,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,4,3,4,0,3,3,15,13,31
SSC13296,8,22,30,221,214,438,0,0,0,3,7,10,0,0,0,355,401,758,0,0,0,9,14,29,3,3,9,3,3,3,8,7,11,0,0,0,6,3,7,10,7,18,30,32,56,0,0,0,0,4,4,23,32,53,19,32,54,0,0,0,687,773,1453,5,3,10,3,4,10,4,0,4,0,0,0,0,0,0,5,3,7,5,3,7,745,731,1473,9,8,14,0,3,5,747,741,1493,196,166,361,1662,1713,3376
SSC13297,0,3,6,45,35,72,0,0,0,0,0,3,0,0,0,34,37,77,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,3,3,5,4,3,11,0,0,0,95,80,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,60,0,0,0,0,0,0,30,28,60,9,8,14,135,118,253
SSC13298,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,5,10
SSC13299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13300,0,0,0,29,25,52,0,0,0,0,3,4,0,0,0,20,26,38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,12,12,20,0,0,0,0,0,0,61,65,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,25,0,0,0,0,0,0,19,12,25,8,15,19,91,90,177
SSC13301,3,9,13,575,651,1226,0,0,0,6,11,17,0,0,0,389,427,813,0,0,0,0,0,0,15,19,35,0,0,3,0,0,0,0,0,0,0,3,3,20,10,35,50,61,114,8,0,7,0,0,5,84,87,169,30,35,60,5,10,15,1188,1314,2506,0,0,3,5,3,6,0,0,0,0,0,0,0,0,0,0,5,9,0,5,9,333,274,603,3,0,3,0,0,0,333,275,610,135,170,302,1669,1776,3444
SSC13302,0,3,3,63,64,132,0,0,0,3,4,6,0,0,3,38,43,75,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,7,3,7,8,9,16,21,0,0,0,6,4,10,14,9,23,8,4,9,0,0,0,143,154,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,68,65,131,0,0,0,3,3,7,71,66,138,26,36,64,244,263,512
SSC13303,37,70,107,515,573,1089,3,3,4,38,41,82,0,0,0,915,1004,1918,5,0,8,71,66,140,19,24,45,16,22,35,5,9,19,10,9,20,8,18,23,30,42,77,50,57,103,0,4,7,8,9,14,36,56,96,61,55,117,11,14,20,1797,2011,3805,78,69,148,168,176,348,4,0,3,0,0,0,14,15,35,30,34,61,47,46,92,567,492,1058,5,6,10,3,0,3,578,499,1077,183,180,363,2888,3057,5944
SSC13304,0,3,3,143,163,304,0,0,0,8,11,24,0,0,0,176,179,355,0,0,0,3,5,8,3,6,15,0,0,0,3,5,7,0,0,0,0,0,0,8,3,15,33,20,51,0,0,3,0,0,0,22,26,51,10,6,16,3,0,4,412,435,848,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,157,116,273,0,3,3,0,0,0,160,119,280,37,21,57,616,584,1199
SSC13305,3,3,6,100,114,209,0,0,0,15,11,28,0,0,0,66,68,128,0,0,0,0,0,0,3,0,7,0,0,0,3,3,9,0,0,0,0,0,0,0,3,8,12,9,18,0,5,3,3,7,8,20,11,31,7,4,11,0,0,0,223,235,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,63,160,4,0,0,0,0,0,99,63,164,18,20,39,347,328,671
SSC13306,0,0,0,14,9,22,0,0,0,0,0,0,0,0,0,11,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,3,13,0,0,0,0,0,0,35,24,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,0,0,0,0,0,0,3,8,14,6,6,13,44,42,83
SSC13307,3,6,9,83,81,165,0,0,0,6,3,5,0,0,0,51,54,103,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,3,9,10,16,7,29,0,0,0,0,0,0,16,17,32,3,7,7,0,0,0,176,191,364,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,82,199,0,0,0,0,0,0,118,82,205,29,28,56,340,306,645
SSC13308,0,0,0,27,24,46,0,0,0,0,0,0,0,0,0,17,19,33,0,0,0,4,0,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,4,0,0,3,4,10,15,0,0,0,0,0,0,0,0,0,9,3,11,0,0,0,58,57,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,59,0,0,0,0,0,0,24,33,59,16,9,29,108,96,206
SSC13309,0,13,14,62,79,140,0,0,0,3,5,14,0,0,0,130,138,269,0,0,0,100,105,196,0,4,9,0,0,0,0,0,0,23,28,44,0,0,0,13,12,22,7,10,16,0,0,0,0,0,0,9,0,12,13,16,30,3,0,3,360,399,758,4,6,13,26,14,42,0,0,3,0,0,0,3,0,3,0,7,5,3,9,11,105,96,207,0,0,0,0,0,3,110,98,205,39,38,72,542,573,1114
SSC13310,11,13,26,98,117,211,0,0,0,4,6,13,0,0,0,177,214,389,0,0,0,137,172,305,6,6,14,0,0,0,3,0,4,18,16,36,0,7,3,6,6,10,15,20,32,0,0,0,0,0,3,8,19,26,20,21,38,0,0,0,488,600,1091,11,8,23,43,42,81,0,3,4,0,0,0,0,0,0,5,9,13,5,9,13,107,101,209,0,0,0,0,0,0,110,102,214,95,118,210,758,901,1660
SSC13311,0,0,0,20,16,40,0,0,0,5,3,9,0,0,0,16,20,36,0,0,0,0,0,0,0,0,0,0,0,0,13,5,14,0,0,0,0,0,0,0,0,0,14,4,18,0,0,0,0,0,0,21,19,35,0,7,5,0,0,0,87,72,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,33,0,0,0,0,0,0,15,18,33,10,3,15,113,93,204
SSC13312,241,339,575,1227,1505,2728,3,3,6,54,69,121,0,0,0,3757,4469,8226,3,0,3,464,527,991,8,21,28,4,3,9,33,32,58,11,17,27,30,41,66,75,99,172,212,239,451,3,5,10,0,4,4,112,152,264,148,162,312,4,4,14,6148,7349,13498,169,132,300,188,106,301,589,754,1342,0,0,0,22,17,33,40,50,87,57,68,126,5044,5058,10099,50,70,116,23,50,75,5115,5174,10288,1789,1763,3552,14303,15690,29986
SSC13313,0,0,0,7,10,20,0,0,0,0,0,0,0,0,0,9,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,3,19,21,37
SSC13314,0,0,0,7,8,12,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,14,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,5,7,0,0,0,11,11,24
SSC13315,11,8,14,217,259,472,0,0,0,37,46,78,0,0,0,225,282,513,0,0,0,20,10,32,0,0,0,3,3,8,0,0,0,0,0,0,7,8,16,10,15,21,35,41,73,3,4,6,0,0,0,64,69,138,37,52,87,0,0,4,670,790,1459,7,9,13,3,3,6,0,0,0,0,0,0,0,0,0,3,7,5,3,7,5,438,365,798,0,11,15,4,3,6,440,382,823,78,61,137,1211,1246,2460
SSC13316,0,0,0,25,15,40,0,0,0,0,0,0,0,0,0,12,19,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,17,19,41,0,0,0,0,0,0,68,63,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,31,0,0,0,0,0,0,25,13,31,7,6,11,94,80,173
SSC13317,0,0,0,5,7,9,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,28,0,0,0,0,0,0,27,28,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,7,7,32,31,55
SSC13318,0,0,0,24,19,45,0,0,0,0,0,5,0,0,0,11,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,0,0,0,0,0,0,7,0,5,3,5,11,0,0,0,52,47,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,17,48,0,0,0,0,0,0,31,17,48,13,4,16,90,73,169
SSC13319,15,15,33,198,217,412,0,0,0,24,33,56,0,0,0,191,183,375,0,0,0,3,3,4,0,6,3,0,0,3,3,3,4,0,0,0,8,9,13,12,11,19,34,29,62,3,6,9,12,25,32,57,75,128,27,35,61,4,8,12,570,621,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,280,247,523,3,5,8,0,3,3,282,252,532,63,68,132,940,961,1905
SSC13320,0,0,0,9,4,14,0,0,0,0,3,3,0,0,0,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,18,22,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,0,0,0,0,0,8,7,8,7,12,17,27,34,64
SSC13321,0,0,0,52,61,118,0,0,0,0,0,3,0,0,0,84,82,170,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,15,19,33,0,0,0,0,0,0,0,5,8,3,3,4,0,0,0,165,171,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,27,74,0,0,0,0,0,0,42,27,74,40,53,92,245,256,497
SSC13322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,12
SSC13323,0,0,0,7,10,14,0,0,0,0,0,0,0,0,0,16,18,30,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,19,31,52,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,28,0,0,0,0,0,0,11,17,28,7,8,9,44,56,98
SSC13324,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,3,4,5,3,0,4,14,11,17
SSC13325,3,9,12,196,240,440,0,0,0,17,25,35,4,3,6,274,274,549,3,0,3,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,8,18,30,15,25,41,0,0,0,7,10,20,50,55,107,9,11,22,0,0,0,600,661,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,201,190,391,0,0,0,3,4,9,206,190,401,52,50,105,871,918,1788
SSC13326,0,0,0,4,8,9,0,0,0,0,0,0,0,0,0,9,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,8,12,0,0,0,0,0,0,17,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,6,5,11,23,25,50
SSC13327,41,48,88,1489,1671,3157,0,0,0,158,180,342,4,10,12,1333,1485,2819,9,3,6,20,17,32,16,21,33,15,15,31,6,6,12,0,0,0,54,52,101,55,72,126,146,192,339,34,33,70,19,20,43,269,348,624,101,124,228,3,4,8,3730,4239,7971,14,23,41,13,17,29,0,0,0,0,0,0,9,4,17,12,27,37,17,31,55,1785,1611,3390,17,8,26,10,6,13,1811,1627,3435,615,584,1202,6247,6570,12820
SSC13328,4,8,8,119,125,246,0,0,0,0,0,4,0,0,0,181,165,348,0,0,0,16,17,30,0,0,0,0,0,0,3,6,7,0,0,0,3,3,5,12,7,21,7,10,19,4,0,4,0,0,0,23,23,48,8,16,31,0,7,10,385,379,763,4,0,6,5,3,12,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,122,101,218,0,0,0,0,0,0,122,101,219,44,29,71,560,523,1082
SSC13329,3,3,4,68,78,145,0,0,0,9,3,11,0,0,0,43,58,105,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,15,0,0,0,0,0,0,12,13,23,10,7,21,0,0,0,145,180,322,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,65,147,0,0,0,0,0,0,79,72,149,18,16,33,246,269,514
SSC13330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13331,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,13,23
SSC13332,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SSC13333,0,0,0,19,24,43,0,0,0,0,0,0,0,0,0,15,27,41,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,10,13,22,0,0,5,0,0,0,61,67,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,18,12,32,0,0,0,0,0,0,18,12,32,15,15,26,90,94,187
SSC13334,0,3,0,32,39,72,0,0,0,4,3,13,0,0,0,29,29,58,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,3,0,0,0,3,11,17,0,0,3,5,0,4,11,9,20,0,0,3,0,0,0,91,110,200,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,3,6,7,9,96,84,174,0,0,0,0,4,3,95,88,181,19,19,42,213,220,435
SSC13335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6
SSC13336,7,0,3,57,78,131,0,0,0,3,0,3,0,0,0,31,29,57,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,34,0,0,0,0,0,3,17,9,26,3,7,8,0,0,0,124,141,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34,76,0,0,0,0,0,0,42,34,75,12,14,22,184,189,376
SSC13337,0,0,0,32,33,71,0,0,0,3,3,6,0,0,0,47,49,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,3,3,5,8,14,0,0,0,0,0,0,91,97,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,26,0,0,0,0,0,0,19,9,26,8,7,17,117,118,232
SSC13338,0,0,0,11,5,19,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,0,0,0,0,0,0,10,3,9,3,9,10,24,24,53
SSC13339,199,267,472,433,365,800,0,0,3,33,39,76,0,0,0,1123,994,2115,0,0,0,200,200,403,3,11,14,6,11,15,13,14,31,4,3,9,13,22,38,39,48,85,71,59,130,8,4,12,3,12,14,65,51,118,86,75,162,7,3,6,2112,1911,4019,85,75,158,156,68,228,79,97,175,0,3,4,6,0,5,27,27,60,37,29,72,3369,2654,6016,59,29,89,22,28,47,3448,2710,6154,1058,873,1938,7180,6031,13213
SSC13340,3,14,22,338,383,722,0,0,0,27,36,66,0,0,0,372,435,807,0,0,3,17,11,28,6,3,10,3,0,3,9,5,11,0,0,0,3,3,4,24,31,51,69,74,141,3,4,8,0,5,5,81,116,192,41,44,80,11,7,12,1004,1156,2160,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,9,11,541,452,991,9,5,8,0,3,6,545,460,1003,147,173,319,1703,1809,3516
SSC13341,0,0,0,3,0,3,0,0,0,7,3,8,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,4,4,8,22,16,36
SSC13342,0,0,0,30,31,59,0,0,0,0,0,0,0,0,0,21,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,5,0,0,0,0,0,0,7,4,7,3,0,3,0,0,0,55,58,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,11,29,0,0,0,0,0,0,15,11,25,12,12,28,81,88,174
SSC13343,0,3,3,3,3,4,0,0,0,0,0,3,0,0,0,8,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,22,24,42,0,0,0,0,0,0,22,24,44,3,9,9,33,41,81
SSC13344,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,7,12,21,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,0,0,16,24,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,41
SSC13345,220,278,497,119,122,243,0,0,0,57,51,111,0,0,0,466,521,987,0,0,0,41,57,98,3,4,7,9,12,20,3,5,12,6,11,20,10,14,22,31,26,51,52,63,114,4,0,6,14,12,18,43,37,84,79,97,173,0,3,4,940,1032,1975,84,79,166,534,485,1016,0,3,3,0,0,0,27,20,46,4,6,9,30,26,52,457,345,804,9,0,8,3,0,4,463,345,813,200,205,401,2470,2456,4926
SSC13346,6,10,20,87,105,189,0,0,0,7,0,4,0,0,0,141,134,272,0,0,0,0,3,6,8,4,11,0,5,6,0,3,3,0,0,0,6,3,10,3,3,6,16,10,32,0,3,4,0,0,0,5,11,20,10,4,14,0,0,0,285,288,574,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,65,149,0,0,3,0,0,0,87,63,148,36,21,63,415,390,809
SSC13347,0,0,0,19,18,36,0,0,0,0,0,0,0,0,0,10,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,33,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,3,8,8,5,11,47,39,85
SSC13348,0,0,0,12,22,32,0,0,0,0,0,0,0,0,0,12,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,52,0,0,0,0,0,0,29,25,52,7,4,11,59,61,125
SSC13349,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,13,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,0,0,0,0,0,0,5,5,13,3,0,4,25,18,43
SSC13350,0,3,4,50,67,121,0,0,0,0,0,0,0,0,0,79,100,183,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,4,3,5,4,8,10,6,5,18,0,0,0,0,3,4,17,5,19,3,5,13,0,0,0,170,202,372,0,3,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,68,61,127,3,0,3,0,0,0,74,60,132,17,31,52,263,304,573
