UCL_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL121065,0,3,6,3,6,8,18,11,0,54,0,10,12,9,9,9,11,6,4,60,0,0,7,7,15,17,5,4,0,62,0,3,10,9,9,6,0,0,0,40,0,0,12,6,0,6,0,0,0,32,0,0,5,0,5,9,0,0,0,12,0,0,4,6,6,13,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,7,9,16,10,17,0,73,40,29,81,67,91,148,182,122,26,792
UCL121066,0,0,3,0,9,3,3,0,0,31,0,5,5,6,5,8,6,0,0,36,0,4,7,14,3,12,3,0,0,39,0,0,3,5,4,3,5,0,0,28,0,0,10,3,8,7,0,0,0,21,0,0,0,9,10,4,0,0,0,22,0,0,3,12,5,8,0,3,0,24,0,0,0,8,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,8,0,3,0,5,3,4,37,24,27,57,67,72,72,50,30,13,409
UCL121067,0,3,3,0,10,14,10,5,0,49,0,12,12,3,9,12,7,5,0,61,0,7,13,5,4,12,0,3,0,53,0,0,8,4,4,13,5,0,0,34,0,3,10,5,5,0,0,0,4,24,0,0,0,0,5,5,0,0,0,14,0,0,0,7,7,10,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,0,12,5,3,4,4,13,14,12,6,6,55,33,42,68,49,91,133,137,88,58,705
UCL121068,0,12,22,21,18,40,47,12,3,178,0,17,25,26,29,27,22,17,4,162,0,10,20,29,41,36,35,16,0,181,0,8,18,16,26,24,26,3,0,114,0,0,7,10,16,21,14,0,0,72,0,0,8,13,12,10,4,0,0,47,0,0,11,17,21,24,3,0,0,82,0,0,0,5,5,6,0,0,0,12,0,0,0,4,7,5,3,0,0,22,4,9,10,10,10,22,16,10,0,89,110,89,156,201,250,383,450,169,40,1856
UCL121069,5,9,4,4,4,5,7,3,0,41,3,8,5,11,6,3,4,0,0,35,0,12,4,6,7,8,0,0,0,50,0,0,3,6,7,9,0,0,0,33,0,0,3,6,16,8,3,0,0,34,0,0,3,10,9,8,0,0,0,33,0,0,20,21,33,14,3,0,0,82,0,0,3,10,11,4,0,0,0,29,0,0,4,11,24,15,0,0,0,51,0,0,0,3,0,0,0,0,0,5,74,47,71,95,156,85,49,16,3,582
UCL121070,0,0,0,0,15,4,7,5,0,37,0,0,0,0,6,3,9,4,0,28,0,5,4,3,9,13,7,3,0,42,0,0,0,3,14,6,7,0,0,34,0,5,5,7,9,12,3,0,0,37,0,0,0,5,6,11,3,0,3,35,0,0,3,13,16,16,0,0,0,51,0,0,0,5,0,4,0,0,0,9,0,0,0,8,4,12,4,0,0,23,0,0,4,0,5,3,0,6,0,23,16,20,37,57,96,110,70,37,5,443
UCL121071,0,3,4,6,11,6,0,0,0,33,0,4,0,10,5,5,4,6,0,38,0,0,0,4,18,10,0,0,0,48,0,0,0,11,10,3,0,0,0,31,0,5,7,9,11,8,0,0,0,28,0,0,0,7,4,0,0,0,0,13,0,0,7,4,5,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,5,3,0,6,31,24,25,39,66,83,62,79,28,19,419
UCL121072,0,5,11,5,10,12,10,0,0,61,4,10,15,13,5,8,4,5,0,64,0,0,20,8,6,7,5,0,0,46,0,0,23,4,8,0,0,3,0,44,0,0,9,9,3,8,0,0,0,36,0,0,14,0,0,5,0,0,0,25,0,0,10,4,8,13,0,0,0,33,0,0,0,4,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,26,15,0,16,10,13,3,86,35,30,172,86,75,101,74,43,15,625
UCL121073,0,0,5,7,13,7,5,5,0,51,4,0,6,11,10,10,3,3,0,57,0,4,5,3,10,11,4,0,0,38,0,0,0,6,10,0,3,0,0,22,0,0,4,9,8,3,3,0,0,28,0,0,0,6,0,0,0,0,0,9,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,5,9,11,8,18,13,4,75,40,21,46,70,94,106,124,79,25,600
UCL121074,5,0,11,8,7,8,7,5,0,50,0,9,5,7,7,8,6,9,0,43,0,3,21,10,11,15,5,5,0,61,0,0,7,5,5,6,3,0,0,29,0,0,6,7,13,5,3,0,0,24,0,0,5,6,4,7,4,0,0,26,0,0,4,7,11,8,0,0,0,29,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,3,0,0,9,0,0,6,0,0,0,5,0,0,18,27,22,60,60,72,103,93,49,15,507
UCL121075,6,0,0,3,4,6,11,19,0,43,0,3,4,3,3,6,0,5,5,28,0,5,3,0,0,5,7,4,3,19,0,4,4,0,0,9,0,4,3,19,0,3,0,0,4,3,3,5,3,20,0,0,3,3,0,7,0,0,0,14,0,0,8,9,15,9,0,0,0,39,0,0,0,0,0,4,0,0,0,7,0,0,3,0,0,4,3,0,0,13,0,0,0,0,3,5,6,41,69,131,23,25,19,32,48,64,101,177,115,602
UCL121076,4,9,8,11,14,8,8,0,0,63,0,13,12,16,18,7,3,0,0,62,0,4,11,15,14,15,0,0,0,63,0,0,17,18,12,9,0,0,0,54,0,0,16,13,12,3,0,0,0,48,0,0,4,14,12,3,0,0,0,39,0,0,13,12,11,4,3,0,0,46,0,0,0,5,3,0,0,0,0,15,0,0,0,3,0,0,0,0,0,8,7,12,12,14,19,15,6,0,0,90,74,71,131,167,141,117,96,26,14,833
UCL121077,3,3,4,5,6,3,13,0,0,37,0,5,6,9,11,14,4,0,0,45,0,3,9,14,11,9,9,0,0,52,0,4,11,6,7,8,0,0,0,40,0,0,3,5,8,9,5,0,0,32,0,0,4,3,12,6,0,0,0,30,0,0,11,15,17,12,0,4,0,58,0,0,0,5,5,0,0,0,0,15,0,0,0,4,0,0,3,0,0,9,8,4,13,8,13,14,3,8,0,63,52,22,70,99,107,98,81,35,12,569
UCL121078,3,11,7,3,6,4,6,0,0,51,0,14,9,14,7,13,3,0,0,56,0,5,11,14,7,7,4,0,0,51,0,4,10,6,9,8,0,0,0,35,0,0,4,8,10,7,0,0,0,32,0,0,12,5,10,7,0,0,0,29,0,0,7,14,13,0,0,0,0,42,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,7,3,3,0,0,3,0,16,46,52,96,87,94,83,54,30,7,536
UCL121079,0,7,4,6,6,7,12,0,3,42,0,3,6,3,16,11,0,0,0,43,0,0,8,7,20,17,6,0,0,56,0,0,0,6,7,5,3,0,0,32,0,0,5,3,3,9,0,0,0,22,0,0,6,4,3,0,0,0,0,14,0,0,0,6,8,8,3,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,4,0,4,0,0,0,0,6,5,19,35,31,35,53,98,76,72,35,13,437
UCL121080,0,11,11,13,6,16,16,3,4,80,0,3,26,14,18,11,6,3,0,81,0,8,13,15,18,10,6,0,0,81,0,0,11,9,17,10,3,0,0,56,0,6,19,7,13,8,3,0,0,52,0,0,13,10,3,6,0,0,0,27,0,0,15,19,22,16,0,0,0,76,0,0,0,0,4,3,0,3,0,14,0,0,0,3,4,0,0,0,0,7,0,0,0,3,0,5,6,4,0,24,37,39,137,126,122,133,111,51,18,782
UCL121081,0,4,3,11,8,3,6,0,0,29,0,5,10,8,9,11,4,0,0,47,0,0,5,16,14,9,0,3,0,42,0,3,5,9,6,7,4,0,0,37,0,0,3,3,8,4,0,0,0,23,0,0,0,6,4,3,0,0,0,17,0,0,0,8,19,8,0,0,0,31,0,0,0,0,3,0,0,0,0,8,0,0,0,3,7,0,0,0,0,17,0,0,3,8,3,4,0,0,0,19,46,21,47,83,92,88,57,15,4,449
UCL121082,4,0,9,7,8,18,26,6,0,69,0,10,24,13,15,14,12,5,0,89,0,0,9,16,25,23,20,0,0,105,0,5,9,15,15,15,6,0,0,58,0,0,10,7,11,11,12,0,0,50,0,0,3,3,7,8,0,0,0,20,0,0,0,12,12,8,0,0,0,37,0,0,0,0,4,0,4,0,0,7,0,0,0,0,3,6,4,0,0,10,13,8,10,11,13,18,28,16,5,117,59,38,96,111,141,197,214,69,22,955
UCL121083,4,6,8,6,14,15,13,5,0,72,0,4,14,9,3,11,22,12,0,70,0,0,17,15,10,4,7,3,0,60,0,0,6,8,12,9,6,0,0,38,0,0,5,7,14,7,7,3,0,39,0,0,0,5,14,7,3,0,0,27,0,0,4,16,22,13,10,0,0,59,0,0,0,4,0,3,0,0,0,7,0,0,0,4,11,13,4,0,0,23,0,4,4,0,0,0,7,6,0,19,48,38,84,108,121,150,146,76,12,786
UCL121084,4,13,4,6,7,4,5,0,0,38,0,12,11,17,9,3,4,0,0,53,0,3,15,10,18,15,7,0,0,60,0,3,7,7,8,11,0,0,0,43,0,0,11,5,15,10,3,0,0,52,0,3,3,15,7,6,0,0,0,38,0,0,11,25,20,14,0,0,0,72,0,0,0,4,12,5,0,0,0,27,0,0,3,8,12,0,0,0,0,21,0,0,3,8,4,0,8,0,0,25,84,41,84,127,123,94,65,29,10,658
UCL121085,0,3,5,5,7,15,21,3,0,50,0,0,0,9,4,12,20,5,0,56,0,0,0,14,6,23,11,4,0,65,0,0,3,18,15,9,13,0,0,58,0,0,3,9,18,16,7,3,0,48,0,0,3,16,7,9,0,3,0,47,0,0,14,35,37,15,7,0,0,103,0,0,5,7,9,5,4,0,0,26,0,0,4,13,9,4,0,0,0,37,0,0,0,5,0,6,11,3,0,26,46,13,50,161,144,150,177,59,6,804
UCL121086,6,4,6,12,7,4,8,4,0,54,0,0,8,5,13,17,5,0,0,48,0,6,6,11,12,10,12,0,0,51,0,0,4,0,7,9,7,0,0,29,0,0,4,5,8,5,0,3,0,19,0,0,0,0,3,8,0,0,0,12,0,3,0,7,11,6,0,0,0,27,0,0,3,3,4,0,0,0,0,6,0,0,0,4,0,0,0,0,0,7,5,0,6,5,6,8,11,11,15,78,37,26,73,74,98,134,148,96,38,715
UCL121087,0,6,6,12,6,15,8,3,0,57,0,6,9,10,4,6,0,3,0,31,0,0,17,10,6,13,5,0,0,53,0,0,8,3,6,10,3,0,0,28,0,0,3,4,6,3,0,0,0,20,0,0,4,0,4,5,0,0,0,15,0,0,0,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,5,3,4,3,0,28,43,34,63,76,68,94,92,44,14,528
UCL121088,0,6,9,9,7,8,0,0,0,45,0,11,3,11,7,11,3,0,0,43,0,4,13,10,12,8,4,0,0,53,0,4,9,7,10,9,0,0,0,33,0,0,10,3,12,0,0,0,0,28,0,0,5,5,4,5,0,0,0,22,0,0,0,3,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,11,7,12,7,3,3,0,43,33,37,85,75,90,72,56,18,4,477
UCL121089,4,9,11,9,3,11,16,4,0,68,0,3,7,7,8,15,11,0,0,45,0,0,7,10,14,18,11,0,0,57,0,0,8,8,12,6,0,0,0,47,0,0,4,16,7,9,4,0,0,42,0,0,4,9,4,11,0,0,0,29,0,0,4,25,17,17,6,0,0,71,0,0,0,4,0,4,0,0,0,7,0,0,0,0,7,6,0,0,0,18,0,0,0,10,4,0,0,0,0,18,53,26,66,125,101,167,105,47,20,712
UCL121090,5,0,3,15,10,3,12,0,0,51,3,5,0,5,18,12,13,0,0,58,0,8,3,5,13,17,7,0,0,62,0,0,4,12,19,13,6,0,0,48,0,0,0,4,11,5,0,0,0,26,0,0,5,5,15,8,0,0,0,33,0,0,0,11,21,14,0,0,0,41,0,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,4,0,3,10,9,6,6,0,0,32,89,43,52,90,140,138,103,41,8,701
UCL121091,4,7,5,4,13,8,13,5,0,47,0,5,6,3,7,19,11,0,0,48,0,0,3,6,15,26,13,0,0,68,0,0,6,10,10,11,7,0,0,51,0,0,8,5,13,10,5,0,0,30,0,0,5,5,4,5,0,0,0,19,0,0,5,8,9,14,0,0,0,36,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,9,0,0,9,13,5,11,6,0,47,47,24,49,62,94,138,114,38,18,597
UCL121092,0,10,13,12,11,8,3,9,0,62,0,18,21,15,12,8,7,0,0,91,0,4,35,19,19,14,3,0,0,88,0,15,30,12,14,17,0,0,0,82,0,0,25,11,18,10,0,0,0,72,0,0,13,12,17,10,5,0,0,51,0,0,13,25,15,6,0,0,0,58,0,0,4,0,0,5,0,0,0,13,0,0,0,0,4,0,0,0,0,10,6,10,9,17,6,5,12,7,0,72,68,73,204,143,145,121,86,46,11,891
UCL121093,0,12,24,7,18,6,9,7,0,91,0,8,27,12,13,14,6,4,0,78,0,10,30,19,16,14,5,0,0,92,0,3,17,10,10,8,0,0,0,52,0,0,21,8,3,4,0,0,0,44,0,0,11,14,4,5,0,0,0,30,0,4,10,21,17,0,0,0,0,52,0,0,4,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,0,3,3,3,10,9,0,0,0,34,66,57,175,137,150,117,100,48,13,864
UCL121094,0,0,9,0,8,11,5,3,3,39,0,0,7,4,5,13,8,4,0,43,0,3,3,6,5,9,5,4,0,40,0,5,4,4,3,7,0,0,5,22,0,4,9,7,0,9,0,0,0,27,0,0,0,0,5,3,0,0,0,9,0,0,3,0,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,7,15,5,9,16,12,15,14,8,4,100,47,29,63,82,91,116,107,65,24,627
UCL121095,3,0,11,5,4,7,11,4,0,40,0,0,6,6,6,8,5,5,0,32,0,4,3,9,10,10,10,0,0,44,0,0,0,9,11,3,6,0,0,28,0,0,4,6,3,3,5,0,0,28,0,0,0,6,8,4,0,0,0,26,0,0,10,19,23,13,0,4,0,66,0,0,5,3,3,7,0,0,0,16,0,0,3,9,18,11,4,5,0,51,3,0,0,3,8,0,4,4,3,27,43,16,49,96,108,100,77,37,9,530
UCL121096,0,6,6,0,4,10,15,0,0,45,4,3,3,10,8,14,13,3,0,53,0,0,0,0,3,13,11,4,0,39,0,0,5,12,6,14,10,0,0,47,0,0,6,4,5,12,4,0,0,29,0,0,3,7,7,12,0,0,0,36,0,0,6,17,11,7,0,0,0,40,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,3,0,0,11,8,0,5,8,0,3,19,8,0,52,48,11,47,71,87,168,183,77,14,691
UCL121097,0,0,4,8,4,9,12,0,0,43,0,0,6,5,5,6,11,0,3,40,0,0,6,12,12,8,8,0,0,45,0,0,5,4,14,11,5,3,0,40,0,0,8,10,4,11,5,0,0,35,0,0,0,5,10,8,0,0,0,25,0,0,0,7,17,8,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,4,5,0,4,8,0,0,20,46,19,44,75,108,125,110,23,8,552
UCL121098,0,8,0,6,5,18,18,7,0,67,0,4,8,5,11,23,14,0,0,73,0,5,4,8,21,20,15,8,0,80,0,3,12,12,19,13,0,0,0,55,0,0,3,7,15,12,10,4,0,50,0,0,3,6,17,5,9,0,0,40,0,0,4,10,18,19,9,0,0,59,0,0,0,0,6,0,0,0,0,4,0,0,0,0,7,9,4,0,0,17,0,0,0,0,0,0,6,5,0,13,47,27,41,74,142,146,163,66,23,727
UCL121099,0,3,4,3,3,9,0,3,0,30,0,3,7,7,10,8,0,5,0,43,0,0,5,5,4,10,7,4,0,26,0,0,0,0,0,6,8,4,0,24,0,0,5,4,6,0,0,0,0,16,0,0,0,8,0,3,0,0,0,10,0,0,4,10,3,9,3,0,0,36,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,8,4,35,28,12,46,66,64,97,108,68,27,530
UCL121100,0,3,11,9,16,18,30,10,0,98,0,5,8,17,8,19,18,0,0,72,0,7,11,27,17,15,16,0,0,89,0,0,12,20,20,10,9,0,0,71,0,0,3,13,12,14,4,0,0,53,0,0,9,8,9,4,8,0,0,40,0,0,3,20,23,8,0,0,0,56,0,0,6,3,5,3,0,0,0,16,0,0,0,5,3,5,0,0,0,11,0,0,5,0,7,8,11,0,5,38,52,33,78,143,137,146,202,69,16,874
UCL121101,0,12,12,11,12,7,11,12,0,75,0,7,13,12,11,15,3,5,0,67,0,4,11,6,17,19,13,0,0,71,0,3,6,6,10,18,6,0,0,52,0,0,4,9,10,7,5,0,0,41,0,0,0,11,6,11,0,0,0,31,0,0,0,13,16,9,0,0,0,42,0,0,0,0,3,5,0,0,0,6,0,0,0,3,0,4,0,0,0,6,10,4,10,11,12,14,8,7,4,83,74,62,84,123,160,179,137,77,17,912
UCL121102,0,4,9,3,7,17,13,5,0,55,0,0,3,12,10,15,10,8,0,73,0,4,11,18,13,11,12,3,0,71,0,0,3,8,7,10,3,6,0,38,0,0,5,5,9,3,6,4,0,32,0,0,3,7,9,0,0,0,0,20,0,0,8,10,17,10,6,0,0,46,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,8,0,0,0,10,6,0,8,7,7,10,8,11,0,51,40,13,66,109,110,202,185,80,21,827
UCL121103,3,9,12,7,9,14,8,8,0,75,0,8,18,16,26,20,4,0,0,96,0,0,10,17,12,17,7,0,0,55,0,4,9,10,15,14,0,0,0,47,0,0,5,6,6,11,0,0,0,33,0,0,4,9,11,6,0,0,0,23,0,3,0,4,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,6,10,8,12,9,12,8,9,83,56,48,90,97,130,138,129,85,35,803
UCL121104,0,6,4,5,11,5,5,4,4,41,0,5,10,7,10,9,5,0,0,47,0,4,3,5,15,20,4,0,0,52,0,4,12,11,9,6,0,0,0,40,0,0,4,3,3,7,0,0,0,15,0,0,9,0,6,3,0,0,0,17,0,0,3,9,6,6,0,0,0,31,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,5,16,13,3,55,41,34,70,71,84,108,103,68,26,609
UCL121105,0,9,3,4,9,8,15,3,0,51,0,4,3,11,4,11,8,9,0,38,0,4,4,3,5,8,0,0,0,31,0,0,10,4,0,0,5,0,0,17,0,0,5,0,3,3,3,0,3,26,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,5,0,5,5,16,4,0,43,12,23,59,50,68,135,155,50,16,573
UCL121106,0,4,6,4,4,14,35,10,0,84,0,4,4,0,12,18,18,3,0,59,0,0,15,8,17,20,19,5,0,86,0,5,10,0,5,13,6,6,0,46,0,0,6,7,9,10,7,8,0,47,0,0,8,6,8,9,0,0,0,29,0,0,7,11,16,16,8,0,0,44,0,0,0,4,3,0,4,0,0,12,0,0,0,0,9,5,7,0,0,17,0,0,4,5,13,10,20,11,0,53,32,28,73,63,113,174,278,114,5,888
UCL121107,0,4,10,14,11,8,12,8,0,64,0,6,12,14,11,14,7,0,3,70,0,4,16,10,17,12,0,0,0,62,0,0,11,6,5,17,0,0,0,45,0,0,6,10,10,8,4,0,0,42,0,0,0,7,5,7,0,0,0,22,0,0,4,7,9,9,3,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,8,0,5,4,8,6,13,4,3,49,46,31,98,90,112,139,120,70,49,750
UCL121108,0,8,20,7,10,12,4,0,0,65,0,0,14,16,12,16,14,0,0,76,0,0,14,16,16,16,8,0,0,65,0,0,9,6,5,11,0,0,0,37,0,0,0,0,5,9,0,0,0,20,0,0,3,4,14,6,4,0,0,25,0,0,3,3,6,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,3,3,7,4,5,11,14,8,3,65,43,36,96,72,96,124,130,49,19,662
UCL121109,0,3,4,4,3,9,11,4,0,41,5,0,3,5,4,6,10,0,0,34,0,6,6,8,6,0,13,0,0,42,0,4,0,3,3,3,3,5,0,24,0,0,0,5,9,8,0,0,0,20,0,0,0,0,8,3,0,0,0,12,0,0,0,4,4,0,0,0,0,18,0,0,0,0,0,0,4,0,0,6,0,0,0,6,11,6,4,0,0,29,3,0,0,6,3,4,4,6,0,20,35,21,31,47,76,62,86,38,7,409
UCL121110,0,3,14,13,15,0,13,7,3,72,0,8,13,15,15,15,5,0,0,72,0,10,19,17,24,9,4,0,0,77,0,0,3,16,12,0,6,0,0,36,0,0,6,9,3,5,0,0,0,30,0,0,4,3,6,4,0,0,0,24,0,0,5,10,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,11,7,8,3,8,3,7,50,73,39,113,112,108,98,142,83,30,792
UCL121111,0,0,12,11,4,9,5,3,0,42,8,3,11,8,3,5,6,0,0,39,0,3,11,0,4,10,11,3,6,47,0,3,15,6,5,11,5,0,0,41,0,0,5,10,3,6,3,0,0,26,0,0,8,0,3,5,0,0,0,13,0,0,3,3,12,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,4,13,14,9,15,18,14,17,110,29,26,102,61,70,100,119,79,41,619
UCL121112,0,4,8,7,3,3,12,3,0,43,0,3,9,9,11,11,0,5,0,59,0,8,20,8,12,8,4,0,0,64,0,4,16,13,10,7,6,0,0,55,0,0,6,14,8,3,0,0,0,36,0,0,5,6,5,4,0,0,0,25,0,0,7,10,11,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4,3,6,6,5,0,46,35,35,112,91,94,97,91,24,11,590
UCL121113,4,4,0,7,4,3,6,0,0,30,0,5,4,5,10,7,0,3,0,36,0,4,8,7,9,9,3,0,0,35,0,5,6,0,0,9,0,0,0,19,0,3,3,6,6,8,0,0,0,32,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,9,6,3,5,0,47,57,25,36,64,59,90,43,47,13,430
UCL121114,0,5,7,8,6,10,15,3,0,40,0,7,6,12,12,19,14,6,0,75,0,0,0,12,12,13,16,4,0,52,0,0,5,6,14,10,5,0,0,49,0,0,7,14,11,11,0,0,0,35,0,0,8,6,13,12,9,0,0,40,0,0,10,7,22,10,0,0,0,60,0,0,0,0,4,0,0,0,0,7,0,0,5,6,0,0,0,0,0,12,5,0,8,10,9,12,15,8,0,66,48,30,72,102,118,135,149,44,3,697
UCL121115,0,3,3,8,5,10,23,10,0,66,0,3,4,8,7,13,6,0,0,45,0,0,5,0,4,12,11,8,0,42,0,0,4,7,6,8,6,4,0,37,0,0,0,4,0,10,6,4,0,19,0,0,5,0,0,5,0,0,0,8,0,0,0,5,7,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,11,8,0,34,25,13,39,44,56,142,180,82,13,587
UCL121116,3,8,11,16,12,8,9,0,4,64,0,5,6,8,14,8,5,3,0,52,0,8,15,3,10,18,7,0,0,63,0,0,9,11,13,7,0,0,0,43,0,4,10,16,13,13,0,0,0,61,0,0,0,14,12,14,0,0,0,39,0,0,10,25,37,17,5,0,0,86,0,0,4,7,12,4,0,0,0,26,0,0,0,4,15,4,0,0,0,22,0,5,0,4,0,8,3,7,0,26,89,60,71,119,163,130,71,29,13,746
UCL121117,0,6,10,11,12,9,5,6,0,57,0,11,12,5,9,16,10,0,4,73,0,6,12,14,15,25,0,0,0,63,0,0,9,6,9,8,3,0,0,38,0,0,4,3,7,3,3,0,0,22,0,0,3,4,3,0,0,0,0,12,0,0,0,4,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,0,5,4,10,8,5,6,0,42,38,37,80,68,86,119,73,29,10,541
UCL121118,0,6,0,0,5,5,7,5,0,29,0,3,3,3,8,6,3,0,0,27,0,3,4,4,11,9,5,0,0,38,0,3,3,11,10,4,0,0,0,33,0,0,11,8,4,0,0,0,0,20,0,0,3,4,7,4,0,0,0,23,0,0,3,8,13,9,0,0,0,41,0,0,0,4,7,0,0,0,0,8,0,0,0,0,5,0,0,0,0,10,0,3,0,3,5,4,0,0,0,19,39,38,43,63,97,52,52,21,7,411
