UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL122037,5,0,5,16,15,26,0,0,0,0,0,0,16,12,30,0,4,7,3,3,10,5,0,5,12,11,19,0,0,0,0,0,0,0,0,0,9,4,8,0,0,0,7,4,9,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,10,6,10,18,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,47,39,88
UCL122038,4,0,4,18,7,22,0,0,0,0,0,0,18,7,22,4,4,6,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,6,0,6,4,0,5,0,0,0,7,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,4,3,5,5,8,0,0,0,0,0,3,0,0,0,0,0,3,7,3,13,43,19,60
UCL122039,5,9,9,9,27,37,0,0,0,7,0,6,16,28,45,8,0,14,4,4,4,3,3,10,17,11,28,0,0,0,0,0,4,0,0,5,0,5,3,0,0,0,3,9,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,4,12,15,0,0,0,0,0,0,0,0,0,0,0,0,18,13,35,57,69,134
UCL122040,5,0,5,12,15,23,0,0,0,0,5,4,14,18,32,0,8,7,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,10,10,22,31,35,71
UCL122041,0,3,7,14,14,26,0,6,3,0,3,3,14,16,32,3,9,17,3,0,3,0,0,0,10,11,19,0,0,0,0,3,3,5,4,6,0,8,8,0,0,0,7,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,11,20,0,0,0,0,6,7,0,0,0,0,6,7,14,17,30,46,61,111
UCL122042,5,3,3,4,8,14,0,0,4,0,5,8,12,14,27,6,3,6,3,0,3,0,3,3,6,4,15,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,10,4,11,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,11,7,20,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17,42,39,79
UCL122043,4,0,7,26,5,28,5,0,5,0,0,0,25,5,32,9,8,14,0,0,5,0,0,0,10,10,18,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,11,10,14,52,31,83
UCL122044,0,0,0,0,4,5,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,14,19,28
UCL122045,8,4,12,11,6,19,0,0,0,0,0,0,12,6,23,0,4,6,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,16,29,27,58
UCL122046,0,0,0,7,5,10,0,0,0,0,6,4,7,7,14,4,5,7,0,0,5,0,5,8,8,8,15,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,5,3,15,0,0,5,0,0,0,0,0,0,0,3,4,0,0,0,3,4,10,7,11,21,0,0,0,0,5,3,0,0,0,0,5,3,9,12,22,37,45,79
UCL122047,0,0,3,10,8,22,0,0,0,0,0,0,10,8,22,11,16,25,0,0,0,0,5,9,19,12,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,35,37,71
UCL122048,0,0,8,11,15,18,0,0,5,0,0,0,11,13,25,8,9,18,0,3,3,0,0,0,8,16,24,0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,4,11,0,0,0,0,0,0,0,0,0,0,0,0,54,58,107,83,94,176
UCL122049,0,0,0,5,9,15,0,0,0,0,0,0,4,9,12,4,12,19,0,0,0,0,0,0,4,12,19,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,3,0,0,0,0,0,3,17,14,29,32,41,75
UCL122050,0,0,0,4,5,11,0,0,0,0,0,0,4,5,11,3,3,12,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,19,27,44
UCL122051,0,5,5,8,3,16,4,4,9,0,0,0,8,13,26,6,11,21,0,0,5,0,0,0,11,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,5,4,26,22,50,46,59,107
UCL122052,3,5,6,13,9,19,0,0,0,4,0,4,15,9,29,4,3,7,0,0,0,0,0,0,6,3,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,14,15,29,38,34,71
UCL122053,0,0,3,7,6,12,0,3,3,0,0,0,7,6,15,6,6,10,0,0,0,0,0,0,6,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,14,21,32,24,35,56
UCL122054,8,4,11,19,11,23,8,3,9,0,0,0,24,12,37,12,12,22,0,4,6,0,0,0,9,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,65,63,129,110,100,209
UCL122055,4,7,9,15,12,28,0,0,0,8,6,11,17,15,34,8,8,13,6,4,3,0,3,5,11,14,23,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,5,12,5,6,15,0,0,0,0,0,4,0,0,0,4,0,4,10,9,18,44,54,101
UCL122056,0,5,4,0,9,7,8,4,11,5,0,4,12,16,25,10,7,18,5,6,11,3,0,3,20,14,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,9,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,40,46,86
UCL122057,0,0,0,5,6,11,3,0,4,8,4,7,14,15,22,0,3,3,6,7,8,0,0,0,4,4,13,0,0,0,0,0,0,0,5,5,3,3,11,0,0,0,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,0,0,0,0,3,3,0,0,0,0,3,3,3,0,9,29,32,64
UCL122058,10,3,13,18,18,35,0,0,0,0,0,0,18,18,35,9,10,20,0,0,0,0,0,0,11,10,24,0,0,0,0,0,0,0,0,6,3,0,3,0,0,3,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,19,9,29,63,51,116
UCL122059,9,0,10,25,10,35,4,0,4,0,0,0,24,13,39,13,8,26,0,3,3,0,0,0,13,19,31,3,4,3,0,0,0,0,0,4,0,3,5,0,0,0,6,7,9,0,0,3,0,0,0,0,4,4,0,6,6,0,0,0,5,3,7,5,13,21,0,0,0,0,0,0,0,0,0,0,0,0,14,16,35,63,72,137
UCL122060,5,6,6,9,13,24,6,3,8,0,0,0,18,20,36,3,19,22,0,0,5,0,0,0,6,18,26,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,29,20,49,56,70,127
UCL122061,6,6,6,7,3,14,0,0,0,0,0,0,7,3,14,4,5,12,0,0,0,0,0,0,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,19,45,42,37,74
UCL122062,0,0,10,11,13,18,0,0,0,0,0,0,11,12,19,11,9,22,0,0,0,0,0,0,12,9,21,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,22,19,44,46,53,102
UCL122063,3,3,3,14,8,25,0,0,0,0,0,0,14,8,25,4,11,16,0,0,0,0,0,0,7,11,17,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,29,44,71
UCL122064,4,0,3,10,15,24,4,3,8,0,0,0,10,19,32,12,9,15,0,0,0,0,4,4,12,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,5,0,5,16,16,37,49,51,96
UCL122065,0,0,0,0,0,9,3,0,7,0,0,0,9,6,12,0,0,5,3,0,8,0,3,3,6,4,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,17,11,32,32,29,64
UCL122066,3,0,3,14,7,23,4,0,7,0,10,6,23,17,38,0,7,8,9,11,23,4,4,6,10,17,32,0,0,0,0,0,0,0,4,4,0,4,3,0,0,0,0,6,6,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,11,19,24,0,0,0,0,0,5,0,0,0,0,0,5,3,5,4,47,61,113
UCL122067,3,0,6,8,6,10,3,0,4,0,0,5,12,8,23,8,15,26,0,0,0,7,7,14,16,19,36,0,0,0,0,0,3,0,0,0,0,5,6,0,0,0,3,4,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,8,4,7,11,15,0,0,0,0,0,0,0,0,0,0,0,0,11,11,24,53,53,103
UCL122068,0,0,0,6,0,3,0,0,0,0,0,0,6,0,3,4,4,3,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,44,27,28,59
UCL122069,5,9,11,5,12,17,0,0,0,0,0,0,3,12,21,0,5,9,9,9,15,0,3,3,8,14,22,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,4,7,4,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,3,4,5,12,0,0,0,0,0,3,0,0,0,0,0,3,7,10,12,29,50,78
UCL122070,10,6,17,8,18,25,0,0,7,6,5,4,18,20,43,5,3,14,9,0,9,4,7,8,15,13,25,0,0,0,0,0,0,5,3,5,0,0,3,0,0,0,4,6,8,5,5,11,0,0,0,0,0,0,0,0,3,0,0,0,4,7,11,10,15,25,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,57,63,116
UCL122071,0,4,10,5,12,22,7,3,15,0,0,0,15,20,32,10,7,18,4,0,3,0,0,0,15,8,23,0,0,0,0,0,0,6,3,8,0,0,3,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,6,18,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,41,50,89
UCL122072,0,0,7,13,6,23,0,0,0,0,0,0,13,8,19,11,3,11,0,0,0,0,0,0,11,3,11,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,7,7,10,13,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,32,41,69
UCL122073,0,0,0,8,6,15,0,0,0,0,0,0,8,6,15,3,0,11,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,3,8,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,5,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,16,12,24,30,28,60
UCL122074,0,0,0,9,4,12,0,0,0,0,0,0,9,4,12,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,9,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,13,15,22,24,27,54
UCL122075,0,3,9,7,15,24,0,3,0,0,0,0,9,19,27,6,6,14,7,6,5,4,5,3,15,11,26,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,3,6,0,0,0,0,3,3,0,0,0,0,3,3,10,5,15,44,41,78
UCL122076,0,0,0,7,14,17,0,0,4,3,0,3,9,14,24,7,6,14,0,0,0,0,0,0,7,10,20,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,24,32,56
UCL122077,0,0,6,5,12,18,0,0,0,0,0,4,10,15,23,10,3,14,0,0,0,5,5,7,9,8,19,0,3,4,0,0,0,6,0,3,0,4,4,0,0,0,6,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,11,0,0,0,0,0,0,0,0,0,0,0,0,21,22,44,42,55,99
UCL122078,0,0,3,3,0,3,0,0,3,0,0,0,3,0,11,0,0,4,3,0,3,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,16,12,18,27,18,45
UCL122079,9,0,13,11,3,12,0,4,4,4,0,6,14,9,26,11,7,17,0,0,3,5,0,3,12,9,25,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,10,9,0,0,0,0,9,9,3,11,17,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,40,32,78
UCL122080,10,4,11,15,8,18,10,11,23,3,0,3,26,26,48,3,0,7,7,8,17,3,0,4,15,12,25,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,9,8,0,6,4,0,0,3,0,0,0,3,0,3,0,0,0,6,5,9,9,11,16,0,0,0,0,0,0,0,0,0,0,0,0,11,5,20,65,65,132
UCL122081,0,0,4,5,7,15,0,0,0,3,6,9,9,14,23,0,5,9,0,0,0,0,0,3,6,10,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,16,17,35,34,44,78
UCL122082,0,4,4,5,0,5,0,0,0,0,0,0,5,0,5,0,5,5,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,11,20,35
UCL122083,6,6,7,6,5,10,3,3,6,0,0,0,10,9,19,6,0,5,8,7,17,6,0,6,14,8,25,0,0,0,0,0,0,4,6,4,0,4,6,0,0,0,6,5,11,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,8,7,22,0,0,0,0,4,4,0,0,0,0,4,4,5,6,12,42,39,87
UCL122084,6,3,4,8,8,14,0,0,0,0,0,0,6,9,17,6,5,14,0,0,0,0,0,4,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,9,24,39,31,65
UCL122085,4,0,5,9,7,15,0,0,0,0,0,0,6,10,22,12,13,26,0,0,0,0,0,0,12,13,26,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,5,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,13,13,22,42,48,87
UCL122086,4,0,9,13,8,25,0,0,0,0,0,0,13,8,25,5,14,21,0,0,0,0,0,0,5,14,21,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,3,37,32,69,64,60,126
UCL122087,0,0,6,4,3,10,0,0,0,0,0,0,4,3,10,8,0,7,0,5,5,0,0,0,7,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,19,22,41
UCL122088,4,0,8,10,6,17,0,0,0,0,0,0,6,7,21,9,3,11,0,0,0,0,0,0,9,3,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,11,12,25,38,31,72
UCL122089,3,5,8,12,16,27,3,5,7,0,0,0,17,21,42,6,15,26,0,0,0,0,0,0,11,16,30,0,0,0,0,0,0,4,0,5,0,6,8,0,0,0,8,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,7,17,0,0,0,0,0,0,0,0,0,0,0,0,27,18,41,68,78,139
UCL122090,0,0,4,11,6,17,0,0,0,0,3,3,11,12,19,3,13,11,3,0,3,0,0,0,6,10,16,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,6,8,9,4,3,6,0,0,4,0,0,0,0,3,4,0,0,0,8,8,19,17,13,25,0,0,0,0,0,0,0,0,0,0,0,0,22,15,31,52,48,97
UCL122091,8,0,12,17,12,25,0,0,0,0,0,0,17,12,25,9,3,17,0,0,0,0,0,0,8,9,17,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,30,33,67,65,59,130
UCL122092,3,5,5,14,5,20,0,0,0,3,4,6,15,15,31,10,3,15,0,0,0,4,9,8,9,12,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,10,9,21,47,46,93
UCL122093,0,4,3,0,7,10,7,7,11,0,0,0,8,16,21,11,16,19,0,0,0,0,0,0,8,15,24,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,29,28,59,51,66,116
UCL122094,0,0,3,13,3,18,0,0,3,0,4,7,16,6,21,6,6,11,0,0,0,3,4,3,9,9,19,0,0,0,0,0,0,3,0,3,0,4,4,0,0,0,9,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,10,15,0,0,0,0,0,0,0,0,0,0,0,0,13,15,20,39,41,83
UCL122095,0,0,0,14,4,20,0,0,0,0,0,0,14,4,21,5,3,14,3,3,5,4,0,4,14,6,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,5,3,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23,40,30,74
UCL122096,0,0,0,4,3,8,0,0,0,0,0,0,3,5,9,4,4,6,3,0,3,0,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,9,11,23,25,27,58
UCL122097,0,0,0,3,13,12,4,0,5,0,0,0,4,11,16,0,3,3,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,19,8,28,26,33,60
UCL122098,0,4,9,12,6,26,0,0,0,0,6,8,17,16,30,11,3,18,0,0,0,0,0,0,11,3,18,0,0,0,0,3,3,0,4,4,3,4,9,0,0,0,3,15,15,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,5,6,6,13,22,0,0,0,0,0,0,0,0,0,0,0,3,59,75,134,97,119,213
UCL122099,0,0,3,3,4,11,0,0,0,0,0,6,9,6,16,5,5,8,0,0,0,0,3,7,10,9,17,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,8,14,0,0,0,0,0,0,0,0,0,0,0,0,14,9,18,31,32,71
UCL122100,3,0,0,11,9,11,0,0,0,0,4,6,10,15,21,3,6,15,0,0,0,6,5,8,9,9,20,0,0,0,0,3,3,4,0,4,0,6,11,0,0,0,5,10,16,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,14,23,0,0,0,0,0,0,0,0,0,0,0,0,27,29,55,55,66,120
UCL122101,0,4,5,6,4,6,7,10,18,0,0,0,11,15,26,5,0,10,13,6,20,5,0,5,21,9,32,0,0,0,0,0,0,3,0,4,0,5,5,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,6,10,4,11,12,0,0,0,3,0,5,0,0,0,3,0,5,8,13,21,55,47,100
UCL122102,4,0,5,15,10,23,0,0,0,0,0,0,15,10,23,4,7,11,0,0,0,0,0,0,4,10,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,38,19,65,65,42,106
UCL122103,0,0,0,6,8,12,0,0,0,0,0,0,6,8,12,5,6,9,0,0,0,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,9,4,16,23,18,46
UCL122104,3,0,4,0,5,9,3,9,6,0,10,9,13,18,27,0,6,6,16,8,19,7,5,15,24,11,43,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,6,3,12,8,12,20,0,0,0,0,5,8,0,0,0,0,0,0,4,21,21,16,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,55,110
UCL122105,4,8,7,18,10,33,0,3,3,4,0,4,19,14,33,13,3,19,0,0,0,0,0,0,15,3,19,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,8,0,3,8,0,3,5,0,0,0,3,5,6,0,0,0,9,11,17,16,15,21,0,0,0,0,5,0,0,0,0,0,5,0,7,0,6,59,38,99
UCL122106,3,0,0,7,10,20,0,0,0,0,0,0,7,15,22,0,5,5,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,42,51,87,59,76,130
UCL122107,4,4,7,8,10,19,0,0,0,0,0,0,13,10,19,3,4,10,0,3,6,0,0,0,11,6,18,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,6,12,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,40,27,72
