SA2_MAINCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
122031427,81,111,27,32,59,29,6,11,4,356,56,79,29,53,63,38,6,12,3,337,94,48,276,69,70,63,24,29,7,672,3,0,3,4,11,5,0,3,0,37,33,18,7,19,32,8,7,3,0,132,17,18,4,4,16,0,0,0,0,64,12,13,8,9,12,8,10,3,9,86,967,1739,417,295,553,250,70,90,53,4429
122031428,184,273,51,88,162,53,15,12,12,858,160,189,77,122,181,77,20,22,7,859,242,135,663,157,206,127,69,90,21,1702,27,20,10,10,34,8,0,3,3,113,67,58,20,35,123,50,9,13,8,386,36,32,12,7,24,7,4,4,4,129,24,40,10,15,32,16,3,15,23,174,1964,3110,956,649,1233,530,148,208,122,8918
122031429,167,240,54,75,100,45,11,16,3,713,154,164,98,135,153,74,14,18,7,815,215,112,729,157,169,77,66,98,22,1650,7,10,10,12,22,17,8,12,0,96,40,31,23,33,65,30,13,16,3,242,13,35,6,8,25,16,7,6,3,114,19,41,18,22,32,18,10,12,19,181,1839,3259,1108,752,1029,530,157,267,130,9070
122031430,110,173,41,66,89,45,13,10,4,547,117,125,55,82,104,38,17,21,7,567,158,78,514,129,130,92,45,71,16,1230,8,10,10,7,15,11,0,3,0,70,28,24,12,24,49,23,4,16,7,190,10,30,8,11,21,12,4,3,0,108,16,21,13,16,16,13,3,11,6,110,1317,2244,749,545,773,412,106,211,93,6444
122031431,173,237,55,105,131,58,14,31,11,814,183,172,83,137,186,80,15,33,13,904,361,137,1031,218,266,129,105,143,28,2416,22,21,7,17,40,22,7,6,3,137,60,42,31,56,101,41,15,10,3,364,25,28,8,9,30,19,5,3,3,144,26,42,26,23,43,23,10,16,18,215,1762,2927,1394,822,1203,556,190,311,118,9285
122031432,25,31,14,15,21,8,0,7,0,128,24,28,11,5,34,3,3,0,0,105,56,19,143,20,36,14,21,19,0,333,0,0,0,3,3,3,0,0,0,11,13,3,4,3,20,5,3,4,0,49,5,6,3,4,3,3,0,0,0,24,3,7,3,3,4,9,3,0,3,30,285,388,200,84,178,64,32,35,17,1284
123011433,64,116,25,55,54,21,4,7,4,353,68,74,46,107,106,34,15,12,11,461,203,88,607,139,200,98,140,95,26,1590,6,8,3,8,21,13,3,9,0,61,22,13,12,21,49,19,9,13,3,156,13,6,0,3,17,6,5,5,0,54,14,9,9,13,16,11,14,8,18,107,644,1207,746,439,566,236,193,158,74,4268
123011434,111,140,47,77,83,37,13,19,8,526,157,152,70,191,152,71,31,22,16,846,320,129,971,255,305,179,234,179,36,2607,14,20,8,12,54,24,9,16,5,165,20,14,17,38,75,32,19,14,0,233,5,25,12,9,19,8,3,8,0,99,26,27,16,32,26,28,17,18,11,199,1032,1848,1204,751,888,458,351,294,107,6932
123011435,101,172,51,118,131,48,22,22,15,675,174,170,109,304,261,95,27,38,13,1200,410,193,1427,409,522,251,350,246,44,3849,28,6,15,30,69,44,21,22,0,231,42,22,27,64,94,34,44,34,5,362,7,12,12,6,32,4,8,15,0,98,22,22,21,32,42,19,25,19,26,227,1214,2237,1772,1213,1416,575,521,441,135,9516
123021436,30,62,19,62,58,15,12,10,9,272,73,76,43,132,92,39,20,27,8,517,154,92,686,264,231,131,245,149,37,1997,10,11,9,10,31,19,10,22,0,126,14,16,15,31,40,21,19,19,5,177,9,13,6,8,15,6,7,8,0,74,6,13,10,26,18,17,18,22,15,161,392,872,841,636,601,297,372,284,85,4375
123021437,41,75,40,45,46,23,14,19,6,301,60,84,67,99,115,54,35,34,11,556,138,85,505,205,203,103,159,135,24,1568,3,6,9,12,29,18,11,18,4,111,22,3,12,32,30,34,25,26,3,189,9,23,5,11,17,6,11,13,0,92,17,13,18,28,24,11,27,32,22,189,495,1261,738,575,703,334,352,335,98,4883
123021438,50,79,45,63,50,17,25,21,3,345,90,100,58,156,138,56,34,22,16,664,181,111,811,284,302,137,232,219,38,2319,16,4,10,16,42,20,15,17,0,146,16,19,12,53,61,23,32,28,0,249,11,9,5,9,29,6,12,10,0,98,11,20,22,27,25,16,30,33,29,210,524,1041,1030,749,805,343,422,387,99,5403
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,60,74,57,46,65,26,33,14,6,385,62,85,78,127,118,49,47,41,5,602,137,92,567,198,210,90,176,139,26,1638,10,4,5,13,30,9,14,17,3,111,18,19,15,23,57,26,27,28,7,212,14,16,3,16,21,3,14,5,3,97,12,21,14,22,30,10,22,23,11,169,633,1478,890,653,922,378,452,376,83,5874
123021441,43,77,30,34,60,11,13,16,4,284,53,65,61,131,112,33,25,24,7,508,160,102,665,210,254,115,192,164,33,1890,9,6,9,14,32,15,17,16,0,112,29,15,22,31,53,24,26,19,0,208,7,14,8,4,14,9,9,3,0,70,12,8,18,20,19,19,32,28,20,175,431,996,881,555,696,280,346,303,69,4563
123021442,41,80,63,47,63,26,43,30,8,393,51,82,84,151,120,51,44,46,10,634,97,84,555,231,206,94,211,166,26,1672,9,3,11,11,34,9,17,25,0,128,10,16,13,42,54,8,25,36,4,209,11,17,5,6,24,7,9,16,4,103,6,22,31,24,22,14,28,41,22,207,504,1594,940,800,1018,381,506,504,99,6343
123021443,37,85,38,49,52,25,44,18,3,347,58,95,56,139,105,57,49,28,7,603,115,65,617,231,220,86,218,150,29,1729,11,7,6,12,30,16,12,21,0,114,25,11,13,45,39,24,31,30,4,219,3,10,8,9,23,9,13,6,0,97,12,20,23,25,27,29,50,31,16,234,452,1101,909,720,785,375,538,391,77,5356
123021444,61,96,19,59,62,22,20,13,8,363,94,87,58,133,120,57,22,33,10,613,208,98,710,254,288,155,216,171,37,2148,13,0,11,16,31,19,11,14,4,122,13,24,15,48,73,30,32,31,7,265,15,18,15,11,19,13,5,7,4,106,13,19,33,32,38,19,31,25,20,221,604,1181,926,668,804,388,369,346,110,5391
123031445,10,33,6,25,28,8,5,5,3,116,33,25,16,42,34,7,4,9,0,171,95,39,343,85,79,48,93,65,10,862,4,4,3,3,3,7,5,12,0,43,10,4,11,4,23,8,6,7,0,79,0,4,3,0,4,0,0,3,0,16,3,5,7,3,6,4,10,11,6,49,213,302,397,186,199,95,127,115,29,1657
123031446,37,66,24,38,46,9,6,9,3,251,56,51,47,92,89,24,11,13,3,377,183,56,630,113,172,84,146,108,23,1509,12,3,3,11,17,9,4,7,0,67,8,5,14,14,36,12,7,5,3,109,8,9,3,4,11,0,0,0,0,38,11,5,18,4,12,6,14,10,8,88,493,762,768,338,460,175,203,159,44,3401
123031447,61,84,24,63,33,19,4,6,0,301,72,77,53,156,97,31,16,32,0,529,248,122,901,249,228,133,255,206,24,2369,9,3,4,20,44,25,8,17,0,131,23,17,16,28,63,21,26,24,7,213,0,6,7,6,19,7,3,3,3,54,21,24,31,16,41,26,22,29,6,214,619,1075,1086,624,620,301,352,332,64,5060
123031448,42,55,14,26,39,13,0,4,6,196,41,49,31,69,58,19,6,7,3,286,170,61,601,116,130,43,167,106,33,1423,4,5,5,15,25,11,7,9,3,79,13,7,18,17,36,6,13,13,3,127,11,9,4,3,13,3,3,3,0,43,17,7,19,14,33,5,9,17,11,133,411,609,711,310,389,124,213,172,65,3006
124011449,23,34,8,23,19,8,3,7,0,128,27,29,17,36,21,15,6,13,0,168,45,30,170,60,52,24,44,41,3,478,3,0,3,0,6,4,0,4,0,31,3,11,3,8,14,4,0,8,0,57,0,4,3,0,0,0,0,0,0,10,4,5,3,11,10,3,3,0,0,36,240,595,257,196,180,97,57,97,17,1742
124011450,98,165,40,68,90,20,8,9,4,507,128,154,63,123,141,47,12,27,4,697,254,134,675,185,259,118,110,146,27,1909,10,3,7,13,36,19,3,9,0,102,30,24,16,25,67,12,12,14,3,206,7,17,9,7,18,10,6,3,0,72,16,23,12,21,26,14,17,8,10,137,1084,2723,914,652,910,324,190,252,94,7142
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
124011452,56,128,30,61,49,34,3,16,0,376,47,63,32,97,54,26,6,25,8,362,106,75,347,181,114,61,62,102,7,1053,8,3,9,11,8,6,4,13,0,63,22,22,8,16,30,15,4,29,0,139,4,20,8,9,14,7,3,3,0,64,9,15,8,16,12,13,11,22,10,119,518,1419,526,571,440,221,123,265,53,4131
124011453,44,93,28,60,40,12,11,3,0,281,59,85,50,89,69,24,8,19,3,409,128,78,437,183,134,73,92,128,20,1271,3,7,8,7,13,9,4,6,0,59,13,7,4,27,20,11,3,12,0,102,6,17,3,4,10,3,0,0,0,47,7,18,8,7,6,6,7,15,7,83,461,1363,605,531,447,168,143,232,51,4005
124011454,73,212,60,112,101,30,4,13,7,618,118,144,95,173,166,59,17,29,14,807,236,166,867,304,278,120,133,173,42,2307,4,11,15,14,36,25,3,12,0,115,31,35,20,53,68,18,9,16,3,250,17,16,6,9,23,3,6,5,0,86,7,24,13,17,30,13,9,12,18,147,943,2782,1164,882,951,330,208,300,112,7676
124011455,22,61,9,23,14,8,0,3,0,151,37,30,13,44,33,16,7,14,0,181,66,35,152,71,50,36,31,49,4,486,3,0,0,0,4,5,0,6,0,23,8,10,3,9,18,12,6,6,0,66,0,4,3,0,3,0,0,4,0,14,9,12,0,7,6,6,8,3,4,49,287,669,211,227,204,108,57,97,23,1887
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,43,57,23,49,49,9,10,7,0,248,71,74,49,124,103,35,15,15,3,487,152,92,789,265,303,137,208,163,41,2162,8,11,12,9,41,22,5,22,0,131,15,20,10,37,77,16,22,22,0,226,5,11,3,7,14,4,8,8,0,52,6,13,15,14,21,7,34,7,15,141,419,778,954,594,714,278,325,267,74,4401
124031458,68,125,35,66,83,29,14,20,12,452,131,140,92,184,185,78,27,20,16,881,313,153,1200,288,439,184,284,222,50,3150,19,3,8,24,43,28,4,16,0,147,21,18,24,47,60,27,30,19,5,259,6,26,4,10,25,3,11,6,3,101,15,19,18,12,32,12,28,22,27,178,878,1739,1484,791,1154,453,449,390,132,7471
124031459,57,107,24,54,55,14,12,4,3,334,79,121,43,102,110,27,7,5,6,498,174,104,643,210,244,107,136,129,24,1768,11,3,8,8,32,14,7,9,0,88,16,13,14,20,61,20,7,16,6,183,13,5,3,4,14,4,0,7,3,54,8,9,12,6,24,12,13,13,10,105,593,1265,784,507,661,239,198,198,66,4502
124031460,94,124,45,86,120,35,19,18,9,536,145,152,76,186,206,67,29,18,10,892,291,155,920,286,413,147,233,161,41,2651,7,12,11,14,64,15,5,13,0,143,25,16,19,39,86,26,16,9,4,247,12,16,4,4,24,10,9,12,3,100,10,18,17,33,33,8,12,16,15,162,951,1770,1178,849,1203,393,376,287,100,7119
124031461,41,83,23,55,56,12,14,10,3,293,82,71,60,123,128,38,16,19,4,541,212,120,792,228,303,147,186,159,29,2184,7,8,8,19,43,13,8,14,0,114,19,17,15,25,55,16,21,21,3,190,3,3,5,7,10,3,0,3,3,43,8,15,12,24,29,8,20,13,25,157,531,1099,967,592,766,294,287,263,88,4892
124031462,42,72,30,52,62,16,25,14,8,322,67,92,59,139,122,42,28,37,10,596,158,120,632,258,305,140,226,160,36,2036,9,13,7,21,43,11,12,27,0,146,26,16,14,33,33,15,18,26,4,192,9,7,11,7,16,6,13,9,0,72,9,11,19,19,32,12,29,42,18,186,523,1317,867,705,859,348,426,376,93,5506
124031463,40,40,19,39,48,18,7,7,4,224,64,42,38,62,70,17,11,9,3,316,199,65,508,76,137,61,125,80,21,1266,9,0,3,7,27,7,4,0,0,57,30,9,10,20,34,18,10,7,0,130,4,8,8,7,19,7,0,3,0,48,16,11,10,11,17,7,12,7,13,101,536,748,622,291,454,163,183,132,52,3178
124031464,23,48,28,43,32,15,7,10,3,213,70,54,34,89,71,39,21,23,6,399,105,79,430,158,185,84,149,114,16,1310,6,3,5,6,25,13,15,14,3,94,12,13,11,32,42,15,12,20,4,159,4,0,3,3,13,7,0,12,4,53,4,11,8,8,12,16,6,10,10,90,382,872,571,467,525,244,249,241,55,3601
124031465,14,23,6,16,19,3,3,0,0,80,30,30,11,48,38,7,3,3,3,169,117,29,319,61,109,35,102,68,18,863,0,3,3,3,15,0,5,3,0,37,7,3,4,7,28,13,6,8,0,72,6,3,0,0,9,8,0,3,3,25,4,3,8,6,8,3,4,3,9,60,228,283,360,169,244,85,128,107,46,1638
124041466,40,80,36,40,33,14,9,11,0,266,77,67,66,111,80,48,9,23,7,482,156,103,633,212,195,103,139,114,30,1685,6,3,10,9,19,19,11,13,0,92,22,9,26,33,34,10,15,15,0,162,4,5,6,7,15,0,3,7,0,48,10,6,17,16,23,6,19,8,11,112,453,923,830,523,484,237,214,213,61,3948
124041467,51,66,25,41,43,13,5,12,0,247,66,77,49,123,109,39,9,22,3,502,198,105,880,239,282,129,202,168,50,2253,11,3,10,5,37,20,12,16,0,110,23,10,14,44,56,14,19,21,0,214,4,8,10,10,11,3,0,7,0,43,10,13,20,16,21,7,19,27,8,133,500,869,1049,562,657,266,290,289,71,4549
124041468,15,26,11,9,21,3,7,3,3,99,29,27,22,42,39,15,3,4,3,169,121,30,433,64,100,46,132,71,18,1011,4,3,3,9,12,3,4,3,0,40,6,4,3,8,21,6,5,11,4,70,6,3,3,0,3,0,6,5,0,28,9,6,12,8,9,6,13,10,3,74,239,294,509,174,240,85,172,106,34,1849
124051469,17,37,8,13,34,8,3,5,0,132,30,25,26,43,52,20,15,10,3,225,81,35,346,105,147,51,82,73,13,944,6,5,4,4,12,3,3,3,0,43,15,0,7,15,29,3,10,7,0,86,0,4,0,6,6,3,0,4,0,22,3,6,8,6,16,9,3,4,6,72,225,430,430,232,370,115,133,125,34,2084
124051470,50,85,37,57,62,26,12,23,8,354,94,94,64,129,163,58,29,36,14,686,224,102,907,292,370,144,300,211,39,2585,9,9,10,20,33,26,13,11,0,135,29,14,24,46,82,24,32,18,5,284,6,10,14,14,19,8,9,10,3,93,17,27,29,22,27,21,33,23,11,211,588,1103,1167,697,992,375,492,378,97,5889
124051580,17,32,8,18,20,5,11,6,0,125,30,47,23,88,72,22,27,22,4,331,77,54,358,148,166,51,152,124,26,1149,3,0,6,8,22,7,10,10,0,72,16,9,4,18,43,10,19,10,0,134,3,3,3,7,12,3,7,8,0,46,11,7,15,25,26,7,26,23,11,148,210,432,445,381,470,141,286,232,56,2656
124051581,17,41,22,31,22,8,18,8,3,167,44,45,52,94,70,28,31,36,3,396,94,55,455,188,189,84,189,144,23,1416,7,5,3,12,23,9,18,21,0,112,11,15,10,40,26,11,21,26,4,152,7,8,4,6,10,4,19,20,0,79,12,8,17,12,21,15,38,46,24,188,273,588,598,489,496,221,382,343,73,3463
125011473,91,63,43,46,89,35,9,17,9,395,96,122,73,84,131,45,18,16,18,605,142,57,248,92,131,50,29,53,16,823,10,6,10,11,19,13,3,3,0,68,21,22,7,21,40,23,15,14,5,166,18,23,17,5,18,12,0,3,0,91,15,26,9,6,10,12,3,12,16,111,1313,2689,600,503,1070,455,150,195,126,7101
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,26,27,45,32,24,25,27,20,3,236,41,36,58,86,53,43,29,48,3,396,31,21,230,69,44,42,40,63,14,560,0,0,6,9,9,4,7,11,0,47,3,4,18,32,18,4,14,11,0,111,5,10,17,7,9,12,15,24,4,98,9,5,28,19,9,11,16,22,23,135,274,769,558,458,351,343,237,407,102,3500
125011583,17,14,40,31,20,18,19,37,3,200,22,25,46,62,23,42,13,57,3,286,5,11,139,53,16,23,24,47,0,325,0,3,7,4,3,8,3,13,0,38,3,3,4,10,3,8,7,8,0,57,3,3,9,7,5,7,11,23,4,70,4,8,28,9,6,8,7,32,9,107,162,515,409,361,258,287,192,442,55,2693
125011584,19,16,32,11,17,10,10,7,3,133,11,18,21,43,28,30,13,12,6,174,20,14,134,28,26,22,33,28,4,306,3,0,0,9,8,3,3,3,0,24,3,4,3,9,11,0,7,9,0,46,3,7,11,3,3,3,3,4,4,55,5,6,8,5,8,4,8,8,7,67,165,431,272,168,217,121,117,129,39,1660
125011585,18,29,20,16,30,10,21,15,6,162,30,29,28,53,40,11,12,22,6,227,14,16,156,54,49,20,36,41,12,396,0,0,4,4,11,0,5,12,0,42,3,0,3,8,20,0,6,12,0,68,0,9,13,8,13,0,5,9,4,52,3,3,15,11,13,5,13,11,8,76,177,554,317,240,327,121,159,195,62,2142
125011586,45,66,75,38,61,25,31,45,13,395,60,64,126,135,99,54,32,64,15,638,45,25,321,108,84,44,68,76,23,790,5,4,9,8,8,6,3,8,0,50,10,11,18,20,36,6,12,19,4,130,16,26,23,14,23,12,14,8,3,137,5,13,25,13,15,14,7,26,44,177,595,1808,819,604,766,405,259,458,180,5904
125011587,9,14,20,11,15,8,6,10,0,105,23,17,14,25,32,9,7,8,5,147,26,12,88,23,32,10,21,31,6,248,0,0,3,3,0,0,0,3,0,20,0,3,3,6,11,3,3,8,0,41,4,5,5,3,0,0,7,0,0,25,3,0,3,3,6,0,3,4,6,36,134,277,167,118,186,74,87,102,29,1177
125021476,109,156,67,48,136,62,35,29,6,649,105,141,87,108,125,76,19,30,7,694,152,67,428,147,166,77,53,80,24,1199,9,11,9,15,26,7,3,7,0,87,28,29,29,30,85,33,18,13,0,259,27,51,11,7,34,16,3,12,3,165,18,33,15,18,28,20,19,0,21,164,1391,3779,957,645,1347,595,274,310,164,9457
125021477,94,106,60,64,107,44,24,26,11,533,115,98,91,129,154,43,17,29,13,685,176,82,638,190,171,104,80,111,30,1586,6,3,7,11,33,11,8,4,0,82,26,22,28,41,59,16,6,14,0,220,18,19,12,3,20,8,6,3,5,92,10,19,10,16,31,10,7,10,21,144,966,2058,1056,652,998,397,229,311,122,6782
125021478,48,83,41,36,68,48,16,27,3,370,85,72,74,87,110,55,24,26,6,538,142,70,378,102,133,62,56,68,14,1030,5,3,3,11,26,13,9,11,0,74,18,9,18,24,52,20,13,7,0,155,5,29,7,9,15,7,3,4,3,91,11,26,15,12,19,8,7,12,12,127,856,2058,705,472,891,373,174,244,92,5857
125031479,35,42,36,37,62,27,17,19,4,284,45,58,39,110,74,31,10,22,3,399,72,56,414,116,126,62,120,73,29,1075,3,4,7,14,17,12,5,12,0,79,7,7,18,28,42,9,14,18,0,148,8,3,24,8,11,8,5,10,0,79,16,15,21,19,15,8,20,27,22,157,342,915,619,444,545,246,255,236,85,3678
125031480,17,33,20,39,29,13,17,12,0,178,32,34,43,80,56,29,23,21,5,328,30,43,288,92,83,38,91,65,17,746,3,0,7,3,16,11,7,10,3,61,3,4,10,20,24,6,26,12,3,118,5,5,4,5,7,3,6,3,0,41,12,11,21,10,15,7,27,24,15,138,181,553,461,313,387,157,236,197,76,2558
125031481,35,41,57,53,57,38,25,31,7,345,58,71,84,142,109,66,31,63,22,645,58,32,395,147,110,54,110,104,18,1037,5,10,4,7,16,9,3,11,0,71,6,14,23,32,21,16,18,27,5,152,4,16,14,14,12,9,3,8,0,82,17,21,23,21,23,15,23,41,26,201,433,1246,785,705,678,417,334,502,122,5224
125031482,83,115,54,69,129,47,23,13,12,541,166,152,89,115,199,67,32,19,12,860,231,112,838,196,319,159,171,137,30,2199,10,17,14,13,54,21,5,16,0,141,38,20,20,37,88,37,24,23,8,297,23,31,14,5,43,18,5,9,0,147,23,33,22,18,46,24,18,24,18,225,1131,2249,1194,630,1394,517,341,299,127,7886
125031483,27,36,45,28,53,18,16,25,12,259,41,59,65,111,90,45,25,35,11,477,75,35,379,124,100,32,86,87,38,952,4,4,4,16,14,9,16,15,3,84,13,9,23,27,30,18,17,17,3,154,4,10,10,8,7,10,4,7,3,65,13,13,31,17,15,15,23,17,34,179,338,833,643,451,548,253,245,255,132,3693
125031484,44,46,39,40,55,18,26,21,4,289,64,90,89,119,114,44,32,36,12,606,128,51,591,162,185,61,129,104,29,1432,3,3,7,16,33,6,8,5,0,88,12,10,24,38,57,19,13,28,8,210,7,16,13,14,13,9,5,10,4,93,14,24,31,21,29,16,22,33,27,210,474,1069,889,555,766,275,286,317,118,4741
125031485,75,83,64,58,95,35,44,24,5,486,115,111,110,176,170,68,63,51,15,877,142,85,658,197,187,94,131,159,45,1691,11,4,14,20,28,13,8,14,0,116,24,20,22,41,72,23,28,27,7,259,16,23,22,17,35,10,11,14,9,158,21,22,47,36,45,17,34,40,35,295,812,1879,1139,788,1096,499,467,467,178,7323
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125041489,65,99,68,69,90,23,43,18,7,480,90,128,92,124,161,63,34,31,5,734,115,92,376,121,188,86,80,83,21,1168,8,3,0,16,22,5,3,14,3,84,20,26,16,41,42,22,13,13,4,192,12,54,14,14,28,14,11,7,4,151,22,24,21,14,27,13,15,18,13,157,959,3019,868,689,1251,488,334,329,120,8047
125041490,33,61,30,17,50,23,9,6,6,233,42,66,25,31,42,24,6,13,3,257,64,49,184,37,49,24,28,22,11,461,4,7,5,3,12,9,0,0,0,36,12,10,9,8,28,10,4,9,0,93,5,13,8,4,3,4,3,4,0,41,3,10,3,4,5,6,0,3,13,46,463,1158,317,192,383,170,61,67,51,2864
125041491,62,99,51,51,61,26,33,28,10,410,95,89,51,83,99,44,27,30,5,540,111,61,323,127,129,66,71,86,26,997,10,6,3,11,15,5,3,5,0,55,15,15,18,32,63,13,13,17,3,179,15,60,4,15,21,10,9,7,4,142,17,43,13,11,21,8,9,12,18,147,1000,3430,700,594,1101,447,308,351,137,8065
125041492,80,74,87,51,66,40,53,56,12,523,103,110,143,137,132,87,77,93,22,899,76,44,281,121,119,61,84,98,15,895,5,3,3,14,11,14,10,4,0,67,13,10,11,21,30,16,16,18,4,145,22,69,18,21,21,18,21,28,3,226,12,32,27,16,21,9,14,29,25,198,1126,4487,1020,873,1443,878,636,805,231,11490
125041493,69,107,47,45,92,24,19,26,10,439,82,108,77,119,133,42,33,40,9,641,152,97,586,150,205,82,119,131,27,1542,10,8,11,13,31,7,3,15,0,103,25,29,22,33,73,18,15,22,4,232,7,37,11,6,29,3,3,10,3,118,17,14,22,7,31,14,14,32,28,178,830,2432,943,591,1116,337,334,400,122,7118
125041494,46,96,21,36,78,25,4,12,3,321,83,76,38,61,94,30,8,5,7,411,104,61,329,85,129,52,49,52,15,868,3,4,5,9,21,4,0,3,0,50,22,10,14,17,39,13,12,9,0,126,14,15,5,10,15,0,0,0,7,65,8,15,4,6,15,4,0,0,13,68,630,1341,491,299,624,197,94,96,72,3835
125041588,39,61,41,29,63,14,26,17,8,288,30,47,35,54,66,31,34,18,3,317,36,32,200,65,79,30,53,56,19,578,6,0,3,6,5,5,4,3,0,37,6,5,6,9,22,0,5,13,4,74,12,24,10,4,18,3,8,8,0,95,5,9,10,0,22,3,7,11,12,89,411,1312,463,342,692,230,245,220,79,3984
125041589,44,55,40,37,52,27,31,22,7,317,55,46,51,66,56,34,23,17,9,352,33,36,184,89,69,30,58,75,6,578,3,5,3,7,8,6,3,8,0,45,6,8,8,18,22,6,9,8,0,84,20,38,9,9,11,4,8,13,5,110,6,28,11,7,16,5,13,18,18,122,577,2031,518,470,753,308,296,334,109,5387
126011495,91,163,59,58,128,51,14,24,4,599,76,119,70,93,98,69,14,31,6,578,110,71,263,96,100,65,39,60,20,831,4,3,8,8,17,6,3,4,0,65,27,22,19,22,59,24,4,11,3,183,35,57,12,14,19,16,3,13,3,168,21,44,16,12,20,15,5,6,17,152,1587,4876,757,648,1404,568,169,294,156,10457
126011496,110,147,51,45,112,31,5,12,8,520,101,109,46,85,99,37,9,9,9,499,138,66,276,103,92,67,33,37,8,824,4,5,3,3,19,14,0,3,0,59,35,23,10,19,47,17,8,11,6,176,14,43,7,8,27,12,0,0,5,118,13,44,9,6,17,10,0,4,20,118,1555,3728,572,456,1005,376,90,140,97,8018
